"rel_time_event","event_prob","strata"
0,0.311212814645309,"7"
0.1417,0.31350114416476,"7"
0.152,0.315789473684211,"7"
0.177,0.318077803203661,"7"
0.1814,0.320366132723112,"7"
0.186,0.322654462242563,"7"
0.2142,0.324942791762014,"7"
0.2211,0.327231121281464,"7"
0.2215,0.329519450800915,"7"
0.2361,0.331807780320366,"7"
0.2396,0.334096109839817,"7"
0.2454,0.336384439359268,"7"
0.2621,0.338672768878718,"7"
0.2739,0.340961098398169,"7"
0.2762,0.34324942791762,"7"
0.2864,0.345537757437071,"7"
0.2877,0.347826086956522,"7"
0.2915,0.350114416475972,"7"
0.2933,0.352402745995423,"7"
0.3117,0.354691075514874,"7"
0.3131,0.356979405034325,"7"
0.3173,0.359267734553776,"7"
0.3207,0.361556064073226,"7"
0.321,0.363844393592677,"7"
0.3231,0.366132723112128,"7"
0.3255,0.368421052631579,"7"
0.3277,0.37070938215103,"7"
0.3437,0.37299771167048,"7"
0.3444,0.375286041189931,"7"
0.3522,0.377574370709382,"7"
0.3612,0.379862700228833,"7"
0.3667,0.382151029748284,"7"
0.3671,0.384439359267734,"7"
0.3682,0.386727688787185,"7"
0.3738,0.389016018306636,"7"
0.375,0.391304347826087,"7"
0.3788,0.393592677345537,"7"
0.3814,0.395881006864988,"7"
0.3872,0.398169336384439,"7"
0.3881,0.40045766590389,"7"
0.3894,0.402745995423341,"7"
0.3959,0.405034324942791,"7"
0.3976,0.407322654462242,"7"
0.4039,0.409610983981693,"7"
0.405,0.411899313501144,"7"
0.4057,0.414187643020595,"7"
0.4065,0.416475972540045,"7"
0.4067,0.418764302059496,"7"
0.4069,0.421052631578947,"7"
0.4085,0.423340961098398,"7"
0.4117,0.425629290617849,"7"
0.4305,0.427917620137299,"7"
0.4322,0.43020594965675,"7"
0.4331,0.432494279176201,"7"
0.4341,0.434782608695652,"7"
0.4352,0.437070938215103,"7"
0.4402,0.439359267734553,"7"
0.4503,0.441647597254004,"7"
0.4545,0.443935926773455,"7"
0.4559,0.446224256292906,"7"
0.4565,0.448512585812357,"7"
0.4602,0.450800915331807,"7"
0.4724,0.453089244851258,"7"
0.4761,0.455377574370709,"7"
0.4811,0.45766590389016,"7"
0.4832,0.459954233409611,"7"
0.4851,0.462242562929061,"7"
0.4893,0.466819221967963,"7"
0.4909,0.469107551487414,"7"
0.4917,0.471395881006864,"7"
0.4932,0.473684210526315,"7"
0.4934,0.475972540045766,"7"
0.4948,0.478260869565217,"7"
0.4963,0.480549199084668,"7"
0.4985,0.482837528604118,"7"
0.5012,0.485125858123569,"7"
0.5022,0.48741418764302,"7"
0.5071,0.489702517162471,"7"
0.5079,0.491990846681922,"7"
0.5088,0.494279176201372,"7"
0.5089,0.496567505720823,"7"
0.5115,0.498855835240274,"7"
0.5145,0.501144164759725,"7"
0.5219,0.503432494279176,"7"
0.5229,0.505720823798626,"7"
0.5232,0.508009153318077,"7"
0.5233,0.510297482837528,"7"
0.525,0.512585812356979,"7"
0.5265,0.51487414187643,"7"
0.5284,0.51716247139588,"7"
0.5296,0.519450800915331,"7"
0.5365,0.521739130434782,"7"
0.5387,0.524027459954233,"7"
0.544,0.526315789473684,"7"
0.5504,0.528604118993135,"7"
0.5505,0.530892448512585,"7"
0.5596,0.533180778032036,"7"
0.5598,0.535469107551487,"7"
0.5639,0.537757437070938,"7"
0.5648,0.540045766590388,"7"
0.568,0.542334096109839,"7"
0.5689,0.54462242562929,"7"
0.569,0.546910755148741,"7"
0.5712,0.549199084668192,"7"
0.5714,0.551487414187642,"7"
0.5732,0.553775743707093,"7"
0.5758,0.556064073226544,"7"
0.5766,0.558352402745995,"7"
0.5789,0.560640732265446,"7"
0.5799,0.562929061784896,"7"
0.5833,0.565217391304347,"7"
0.5837,0.567505720823798,"7"
0.5842,0.569794050343249,"7"
0.5859,0.5720823798627,"7"
0.5884,0.57437070938215,"7"
0.5904,0.576659038901601,"7"
0.5906,0.578947368421052,"7"
0.5922,0.581235697940503,"7"
0.5934,0.583524027459954,"7"
0.5939,0.585812356979404,"7"
0.5959,0.588100686498855,"7"
0.596,0.590389016018306,"7"
0.5981,0.592677345537757,"7"
0.5987,0.594965675057208,"7"
0.5993,0.597254004576658,"7"
0.6008,0.599542334096109,"7"
0.6026,0.60183066361556,"7"
0.6027,0.604118993135011,"7"
0.6037,0.606407322654462,"7"
0.6048,0.608695652173913,"7"
0.6064,0.610983981693363,"7"
0.6094,0.613272311212814,"7"
0.6106,0.615560640732265,"7"
0.6162,0.617848970251716,"7"
0.6164,0.620137299771167,"7"
0.6171,0.622425629290617,"7"
0.6183,0.624713958810068,"7"
0.6248,0.627002288329519,"7"
0.6318,0.62929061784897,"7"
0.6329,0.631578947368421,"7"
0.6355,0.633867276887871,"7"
0.6404,0.636155606407322,"7"
0.6411,0.638443935926773,"7"
0.6449,0.640732265446224,"7"
0.6474,0.643020594965675,"7"
0.6479,0.645308924485125,"7"
0.6484,0.647597254004576,"7"
0.6494,0.649885583524027,"7"
0.6501,0.652173913043478,"7"
0.6519,0.654462242562929,"7"
0.6554,0.656750572082379,"7"
0.6579,0.65903890160183,"7"
0.6603,0.661327231121281,"7"
0.6643,0.663615560640732,"7"
0.6647,0.665903890160182,"7"
0.665,0.668192219679633,"7"
0.6652,0.670480549199084,"7"
0.6679,0.672768878718535,"7"
0.6701,0.675057208237986,"7"
0.6712,0.677345537757436,"7"
0.6724,0.679633867276887,"7"
0.6734,0.681922196796338,"7"
0.6745,0.684210526315789,"7"
0.6746,0.68649885583524,"7"
