from_hospital,to_center,driving_distance
1259,GHBTP,417.349
1259,GHGTP,322.682
1259,GHOTP,235.757
1259,GHSTP,424.696
1259,GJETP,452.249
1259,GKITP,404.137
1259,GKLTP,181.789
1259,GLPTP,487.984
1259,GMBTP,376.495
1259,GMHTP,731.922
1259,GMLTP,757.1
1259,GMNTP,66.01
1259,GMZTP,345.114
1259,GNBTP,543.011
1259,GRBTP,663.507
1259,GROTP,490.143
1259,GTUTP,558.241
1259,GWZTP,462.746
1259,HBSTP,1256.438
1259,NGRTP,147.83
1259,NLBTP,200.994
1259,NRDTP,199.604
1259,SLOTP,1142.548
733,AGATP,664.24
733,AIBTP,368.139
733,AWGTP,662.151
733,BANTP,507.74
733,BBRTP,527.296
733,BGETP,563.823
733,BLATP,504.082
733,BLGTP,414.188
733,BLMTP,483.166
733,CZATP,826.021
733,CZMTP,824.44
733,CZPTP,826.021
733,GAKTP,371.952
733,GBCTP,641.345
733,GBOTP,296.072
733,GESTP,374.51
733,GFMTP,152.096
733,GGOTP,384.722
733,GHBTP,71.64
733,GHGTP,645.525
733,GHOTP,498.477
733,GHSTP,186.647
733,GJETP,398.465
733,GKITP,737.966
733,GKLTP,319.898
733,GLPTP,487.979
733,GMBTP,527.435
733,GMHTP,263.166
733,GMLTP,262.368
733,GMNTP,431.969
733,GMZTP,156.844
733,GNBTP,249.582
733,GRBTP,307.07
733,GROTP,834.881
733,GTUTP,74.816
733,GWZTP,159.931
733,HBSTP,914.779
733,NGRTP,617.379
733,NLBTP,583.71
733,NRDTP,585.145
733,SLOTP,684.185
1224,AGATP,1164.722
1224,AIBTP,974.014
1224,AWGTP,1162.634
1224,BANTP,107.77
1224,BBRTP,151.223
1224,BGETP,159.099
1224,BLATP,144.731
1224,BLGTP,232.179
1224,BLMTP,159.642
1224,CZATP,1347.134
1224,CZMTP,1345.552
1224,CZPTP,1347.134
1224,GAKTP,236.229
1224,GBCTP,692.554
1224,GBOTP,291.791
1224,GESTP,227.827
1224,GFMTP,453.414
1224,GGOTP,474.98
1224,GHBTP,518.62
1224,GHGTP,507.07
1224,GHOTP,420.145
1224,GHSTP,475.102
1224,GJETP,607.432
1224,GKITP,588.525
1224,GKLTP,256.249
1224,GLPTP,674.349
1224,GMBTP,560.883
1224,GMHTP,841.53
1224,GMLTP,868.482
1224,GMNTP,252.325
1224,GMZTP,446.386
1224,GNBTP,653.779
1224,GRBTP,773.114
1224,GROTP,674.531
1224,GTUTP,659.512
1224,GWZTP,570.482
1224,HBSTP,1415.261
1224,NGRTP,247.501
1224,NLBTP,38.376
1224,NRDTP,0
1224,SLOTP,1252.156
1225,AGATP,1164.573
1225,AIBTP,973.865
1225,AWGTP,1162.485
1225,BANTP,107.622
1225,BBRTP,151.074
1225,BGETP,158.951
1225,BLATP,144.582
1225,BLGTP,232.03
1225,BLMTP,159.493
1225,CZATP,1346.986
1225,CZMTP,1345.404
1225,CZPTP,1346.986
1225,GAKTP,236.08
1225,GBCTP,692.406
1225,GBOTP,291.643
1225,GESTP,227.679
1225,GFMTP,453.265
1225,GGOTP,474.832
1225,GHBTP,518.472
1225,GHGTP,506.922
1225,GHOTP,419.997
1225,GHSTP,474.954
1225,GJETP,607.284
1225,GKITP,588.377
1225,GKLTP,256.1
1225,GLPTP,674.201
1225,GMBTP,560.735
1225,GMHTP,841.381
1225,GMLTP,868.334
1225,GMNTP,252.176
1225,GMZTP,446.237
1225,GNBTP,653.631
1225,GRBTP,772.966
1225,GROTP,674.382
1225,GTUTP,659.364
1225,GWZTP,570.333
1225,HBSTP,1415.113
1225,NGRTP,247.352
1225,NLBTP,38.228
1225,NRDTP,0.16
1225,SLOTP,1252.008
582,AGATP,693.866
582,AIBTP,462.778
582,AWGTP,691.778
582,BANTP,466.173
582,BBRTP,485.729
582,BGETP,522.256
582,BLATP,462.515
582,BLGTP,387.781
582,BLMTP,441.599
582,CZATP,876.278
582,CZMTP,874.697
582,CZPTP,876.278
582,GAKTP,330.384
582,GBCTP,603.373
582,GBOTP,235.812
582,GESTP,314.25
582,GFMTP,78.958
582,GGOTP,295.56
582,GHBTP,53.906
582,GHGTP,556.363
582,GHOTP,409.315
582,GHSTP,158.146
582,GJETP,352.756
582,GKITP,648.804
582,GKLTP,259.638
582,GLPTP,450.006
582,GMBTP,487.366
582,GMHTP,370.674
582,GMLTP,357.006
582,GMNTP,355.669
582,GMZTP,88.528
582,GNBTP,182.924
582,GRBTP,302.259
582,GROTP,723.824
582,GTUTP,181
582,GWZTP,99.626
582,HBSTP,944.406
582,NGRTP,557.119
582,NLBTP,523.449
582,NRDTP,524.885
582,SLOTP,781.301
1076,AGATP,718.404
1076,AIBTP,576.038
1076,AWGTP,716.316
1076,BANTP,585.609
1076,BBRTP,605.165
1076,BGETP,641.692
1076,BLATP,581.951
1076,BLGTP,507.217
1076,BLMTP,561.035
1076,CZATP,900.816
1076,CZMTP,899.235
1076,CZPTP,900.816
1076,GAKTP,449.82
1076,GBCTP,295.239
1076,GBOTP,361.678
1076,GESTP,360.983
1076,GFMTP,264.236
1076,GGOTP,169.852
1076,GHBTP,342.937
1076,GHGTP,399.612
1076,GHOTP,252.563
1076,GHSTP,410.956
1076,GJETP,44.622
1076,GKITP,492.053
1076,GKLTP,375.31
1076,GLPTP,141.872
1076,GMBTP,166.742
1076,GMHTP,408.341
1076,GMLTP,424.325
1076,GMNTP,360.332
1076,GMZTP,296.371
1076,GNBTP,212.08
1076,GRBTP,323.602
1076,GROTP,488.775
1076,GTUTP,393.844
1076,GWZTP,196.88
1076,HBSTP,877.91
1076,NGRTP,515.426
1076,NLBTP,567.68
1076,NRDTP,569.115
1076,SLOTP,818.968
423,AGATP,956.264
423,AIBTP,724.42
423,AWGTP,954.176
423,BANTP,160.405
423,BBRTP,176.576
423,BGETP,213.103
423,BLATP,153.362
423,BLGTP,111.43
423,BLMTP,135.832
423,CZATP,1138.676
423,CZMTP,1137.094
423,CZPTP,1138.676
423,GAKTP,54.291
423,GBCTP,596.979
423,GBOTP,85.32
423,GESTP,80.278
423,GFMTP,244.956
423,GGOTP,323.706
423,GHBTP,298.36
423,GHGTP,456.422
423,GHOTP,324.57
423,GHSTP,279.936
423,GJETP,456.158
423,GKITP,537.877
423,GKLTP,68.35
423,GLPTP,523.075
423,GMBTP,465.308
423,GMHTP,633.072
423,GMLTP,618.649
423,GMNTP,177.265
423,GMZTP,228.792
423,GNBTP,445.322
423,GRBTP,564.657
423,GROTP,623.883
423,GTUTP,431.097
423,GWZTP,362.024
423,HBSTP,1206.803
423,NGRTP,324.398
423,NLBTP,236.34
423,NRDTP,200.677
423,SLOTP,1043.698
875,AGATP,678.985
875,AIBTP,488.277
875,AWGTP,676.896
875,BANTP,451
875,BBRTP,470.556
875,BGETP,507.083
875,BLATP,447.343
875,BLGTP,372.609
875,BLMTP,426.427
875,CZATP,861.397
875,CZMTP,859.815
875,CZPTP,861.397
875,GAKTP,315.212
875,GBCTP,581.696
875,GBOTP,220.64
875,GESTP,299.078
875,GFMTP,63.786
875,GGOTP,273.882
875,GHBTP,140.818
875,GHGTP,534.686
875,GHOTP,387.637
875,GHSTP,208.34
875,GJETP,331.078
875,GKITP,627.127
875,GKLTP,244.466
875,GLPTP,428.329
875,GMBTP,465.688
875,GMHTP,355.793
875,GMLTP,382.745
875,GMNTP,333.992
875,GMZTP,93.754
875,GNBTP,168.042
875,GRBTP,287.378
875,GROTP,702.146
875,GTUTP,203.995
875,GWZTP,84.744
875,HBSTP,929.524
875,NGRTP,541.946
875,NLBTP,508.277
875,NRDTP,509.713
875,SLOTP,766.419
974,AGATP,1158.797
974,AIBTP,1016.431
974,AWGTP,905.572
974,BANTP,817.797
974,BBRTP,861.249
974,BGETP,869.126
974,BLATP,851.05
974,BLGTP,802.008
974,BLMTP,833.519
974,CZATP,1341.21
974,CZMTP,1339.628
974,CZPTP,1341.21
974,GAKTP,744.87
974,GBCTP,234.227
974,GBOTP,724.409
974,GESTP,624.899
974,GFMTP,754.19
974,GGOTP,521.323
974,GHBTP,832.892
974,GHGTP,268.244
974,GHOTP,410.706
974,GHSTP,900.91
974,GJETP,524.611
974,GKITP,284.144
974,GKLTP,685.526
974,GLPTP,454.423
974,GMBTP,405.294
974,GMHTP,848.734
974,GMLTP,864.718
974,GMNTP,538.733
974,GMZTP,786.325
974,GNBTP,705.634
974,GRBTP,763.996
974,GROTP,100.887
974,GTUTP,947.01
974,GWZTP,756.478
974,HBSTP,1106.193
974,NGRTP,553.376
974,NLBTP,761.929
974,NRDTP,760.539
974,SLOTP,1259.361
1143,AGATP,223.512
1143,AIBTP,659.624
1143,AWGTP,177.936
1143,BANTP,1287.753
1143,BBRTP,1307.309
1143,BGETP,1343.836
1143,BLATP,1284.095
1143,BLGTP,1209.362
1143,BLMTP,1263.18
1143,CZATP,301.055
1143,CZMTP,301.423
1143,CZPTP,301.055
1143,GAKTP,1151.965
1143,GBCTP,815.118
1143,GBOTP,1057.392
1143,GESTP,1135.83
1143,GFMTP,900.539
1143,GGOTP,930.136
1143,GHBTP,888.622
1143,GHGTP,1100.409
1143,GHOTP,959.187
1143,GHSTP,1003.369
1143,GJETP,772.86
1143,GKITP,1192.85
1143,GKLTP,1081.219
1143,GLPTP,709.097
1143,GMBTP,820.529
1143,GMHTP,582.307
1143,GMLTP,594.686
1143,GMNTP,1151.296
1143,GMZTP,930.507
1143,GNBTP,694.586
1143,GRBTP,578.045
1143,GROTP,1080.212
1143,GTUTP,820.43
1143,GWZTP,780.658
1143,HBSTP,127.366
1143,NGRTP,1242.422
1143,NLBTP,1345.03
1143,NRDTP,1346.466
1143,SLOTP,421.217
1204,AGATP,937.325
1204,AIBTP,620.736
1204,AWGTP,935.236
1204,BANTP,258.908
1204,BBRTP,249.325
1204,BGETP,285.852
1204,BLATP,221.986
1204,BLGTP,173.123
1204,BLMTP,226.748
1204,CZATP,1119.737
1204,CZMTP,1118.155
1204,CZPTP,1119.737
1204,GAKTP,214.54
1204,GBCTP,811.587
1204,GBOTP,225.018
1204,GESTP,288.795
1204,GFMTP,271.25
1204,GGOTP,503.773
1204,GHBTP,243.959
1204,GHGTP,649.757
1204,GHOTP,518.622
1204,GHSTP,123.192
1204,GJETP,560.969
1204,GKITP,731.212
1204,GKLTP,222.545
1204,GLPTP,658.22
1204,GMBTP,659.36
1204,GMHTP,515.764
1204,GMLTP,514.965
1204,GMNTP,374.854
1204,GMZTP,235.311
1204,GNBTP,468.839
1204,GRBTP,545.717
1204,GROTP,817.218
1204,GTUTP,327.414
1204,GWZTP,385.541
1204,HBSTP,1187.864
1204,NGRTP,531.664
1204,NLBTP,402.835
1204,NRDTP,363.505
1204,SLOTP,936.782
618,AGATP,770.255
618,AIBTP,610.184
618,AWGTP,768.167
618,BANTP,469.553
618,BBRTP,497.169
618,BGETP,520.882
618,BLATP,473.955
618,BLGTP,419.813
618,BLMTP,456.424
618,CZATP,952.668
618,CZMTP,951.086
618,CZPTP,952.668
618,GAKTP,362.675
618,GBCTP,344.975
618,GBOTP,295.882
618,GESTP,260.952
618,GFMTP,198.439
618,GGOTP,58.87
618,GHBTP,277.141
618,GHGTP,319.674
618,GHOTP,172.626
618,GHSTP,345.159
618,GJETP,147.615
618,GKITP,412.115
618,GKLTP,299.435
618,GLPTP,220.68
618,GMBTP,250.676
618,GMHTP,447.063
618,GMLTP,463.047
618,GMNTP,260.302
618,GMZTP,230.574
618,GNBTP,258.152
618,GRBTP,378.648
618,GROTP,487.134
618,GTUTP,407.262
618,GWZTP,210.298
618,HBSTP,980.904
618,NGRTP,415.395
618,NLBTP,467.649
618,NRDTP,469.084
618,SLOTP,857.69
409,AGATP,954.464
409,AIBTP,722.955
409,AWGTP,952.376
409,BANTP,156.16
409,BBRTP,175.716
409,BGETP,212.243
409,BLATP,152.503
409,BLGTP,77.769
409,BLMTP,131.587
409,CZATP,1136.876
409,CZMTP,1135.295
409,CZPTP,1136.876
409,GAKTP,20.372
409,GBCTP,622.37
409,GBOTP,83.521
409,GESTP,108.421
409,GFMTP,243.156
409,GGOTP,349.096
409,GHBTP,296.894
409,GHGTP,481.096
409,GHOTP,349.961
409,GHSTP,278.471
409,GJETP,467.153
409,GKITP,562.551
409,GKLTP,59.125
409,GLPTP,548.465
409,GMBTP,490.698
409,GMHTP,631.272
409,GMLTP,617.183
409,GMNTP,206.192
409,GMZTP,227.327
409,GNBTP,443.522
409,GRBTP,562.857
409,GROTP,648.556
409,GTUTP,429.632
409,GWZTP,360.224
409,HBSTP,1205.004
409,NGRTP,352.541
409,NLBTP,251.387
409,NRDTP,245.116
409,SLOTP,1041.899
134,AGATP,1019.69
134,AIBTP,788.181
134,AWGTP,1017.602
134,BANTP,121.299
134,BBRTP,111.716
134,BGETP,148.243
134,BLATP,88.503
134,BLGTP,11.287
134,BLMTP,76.113
134,CZATP,1202.103
134,CZMTP,1200.521
134,CZPTP,1202.103
134,GAKTP,59.507
134,GBCTP,687.596
134,GBOTP,148.747
134,GESTP,170.848
134,GFMTP,308.382
134,GGOTP,414.322
134,GHBTP,362.12
134,GHGTP,546.322
134,GHOTP,415.187
134,GHSTP,267.025
134,GJETP,532.379
134,GKITP,627.777
134,GKLTP,124.351
134,GLPTP,613.691
134,GMBTP,555.925
134,GMHTP,696.499
134,GMLTP,682.41
134,GMNTP,271.419
134,GMZTP,292.553
134,GNBTP,508.748
134,GRBTP,628.083
134,GROTP,713.782
134,GTUTP,494.858
134,GWZTP,425.45
134,HBSTP,1270.23
134,NGRTP,414.968
134,NLBTP,254.885
134,NRDTP,215.555
134,SLOTP,1107.125
385,AGATP,966.509
385,AIBTP,775.801
385,AWGTP,964.421
385,BANTP,199.287
385,BBRTP,242.74
385,BGETP,250.616
385,BLATP,235.865
385,BLGTP,186.823
385,BLMTP,218.334
385,CZATP,1148.921
385,CZMTP,1147.34
385,CZPTP,1148.921
385,GAKTP,129.684
385,GBCTP,528.52
385,GBOTP,109.223
385,GESTP,6.271
385,GFMTP,255.201
385,GGOTP,275.049
385,GHBTP,320.408
385,GHGTP,365.62
385,GHOTP,256.112
385,GHSTP,327.754
385,GJETP,407.5
385,GKITP,447.074
385,GKLTP,84.848
385,GLPTP,474.418
385,GMBTP,396.849
385,GMHTP,643.317
385,GMLTP,670.27
385,GMNTP,86.462
385,GMZTP,248.173
385,GNBTP,455.567
385,GRBTP,574.902
385,GROTP,533.08
385,GTUTP,461.3
385,GWZTP,372.269
385,HBSTP,1217.048
385,NGRTP,236.923
385,NLBTP,214.357
385,NRDTP,215.793
385,SLOTP,1053.944
384,AGATP,962.599
384,AIBTP,771.89
384,AWGTP,960.51
384,BANTP,206.042
384,BBRTP,254.97
384,BGETP,257.372
384,BLATP,231.756
384,BLGTP,182.714
384,BLMTP,214.225
384,CZATP,1145.011
384,CZMTP,1143.429
384,CZPTP,1145.011
384,GAKTP,125.575
384,GBCTP,521.665
384,GBOTP,105.313
384,GESTP,6.943
384,GFMTP,251.291
384,GGOTP,258.002
384,GHBTP,316.497
384,GHGTP,370.018
384,GHOTP,249.256
384,GHSTP,323.844
384,GJETP,390.454
384,GKITP,451.473
384,GKLTP,80.937
384,GLPTP,457.371
384,GMBTP,389.994
384,GMHTP,639.407
384,GMLTP,666.359
384,GMNTP,90.861
384,GMZTP,244.262
384,GNBTP,451.656
384,GRBTP,570.991
384,GROTP,537.478
384,GTUTP,457.389
384,GWZTP,368.358
384,HBSTP,1213.138
384,NGRTP,241.632
384,NLBTP,220.313
384,NRDTP,221.749
384,SLOTP,1050.033
684,AGATP,613.28
684,AIBTP,317.18
684,AWGTP,611.192
684,BANTP,567.998
684,BBRTP,587.554
684,BGETP,624.08
684,BLATP,564.34
684,BLGTP,474.445
684,BLMTP,543.424
684,CZATP,775.062
684,CZMTP,773.48
684,CZPTP,775.062
684,GAKTP,432.209
684,GBCTP,629.719
684,GBOTP,356.589
684,GESTP,435.027
684,GFMTP,212.613
684,GGOTP,423.169
684,GHBTP,132.157
684,GHGTP,683.972
684,GHOTP,536.924
684,GHSTP,205.96
684,GJETP,399.041
684,GKITP,776.413
684,GKLTP,380.416
684,GLPTP,476.352
684,GMBTP,528.011
684,GMHTP,212.206
684,GMLTP,211.408
684,GMNTP,492.486
684,GMZTP,217.361
684,GNBTP,237.956
684,GRBTP,287.181
684,GROTP,823.255
684,GTUTP,44.149
684,GWZTP,160.507
684,HBSTP,863.82
684,NGRTP,677.896
684,NLBTP,644.227
684,NRDTP,645.662
684,SLOTP,633.225
290,AGATP,1043.508
290,AIBTP,851.025
290,AWGTP,1041.42
290,BANTP,315.482
290,BBRTP,358.934
290,BGETP,366.81
290,BLATP,348.735
290,BLGTP,299.693
290,BLMTP,331.204
290,CZATP,1225.92
290,CZMTP,1224.338
290,CZPTP,1225.92
290,GAKTP,242.554
290,GBCTP,496.56
290,GBOTP,222.093
290,GESTP,126.562
290,GFMTP,368.071
290,GGOTP,308.191
290,GHBTP,433.278
290,GHGTP,311.076
290,GHOTP,224.151
290,GHSTP,440.624
290,GJETP,440.643
290,GKITP,392.531
290,GKLTP,197.718
290,GLPTP,476.378
290,GMBTP,364.889
290,GMHTP,720.316
290,GMLTP,745.494
290,GMNTP,82.215
290,GMZTP,361.043
290,GNBTP,531.404
290,GRBTP,651.9
290,GROTP,478.537
290,GTUTP,574.17
290,GWZTP,451.14
290,HBSTP,1244.832
290,NGRTP,106.616
290,NLBTP,224.36
290,NRDTP,222.97
290,SLOTP,1130.942
950,AGATP,955.196
950,AIBTP,812.83
950,AWGTP,708.002
950,BANTP,772.79
950,BBRTP,816.242
950,BGETP,824.119
950,BLATP,806.044
950,BLGTP,738.138
950,BLMTP,788.513
950,CZATP,1137.609
950,CZMTP,1136.027
950,CZPTP,1137.609
950,GAKTP,680.999
950,GBCTP,36.658
950,GBOTP,644.528
950,GESTP,574.788
950,GFMTP,610.638
950,GGOTP,375.008
950,GHBTP,689.34
950,GHGTP,298.377
950,GHOTP,322.566
950,GHSTP,757.358
950,GJETP,321.01
950,GKITP,367.754
950,GKLTP,617.759
950,GLPTP,250.822
950,GMBTP,199.691
950,GMHTP,645.134
950,GMLTP,661.117
950,GMNTP,514.674
950,GMZTP,642.773
950,GNBTP,502.034
950,GRBTP,560.395
950,GROTP,236.809
950,GTUTP,743.409
950,GWZTP,552.877
950,HBSTP,908.623
950,NGRTP,583.498
950,NLBTP,737.559
950,NRDTP,736.17
950,SLOTP,1055.76
953,AGATP,927.524
953,AIBTP,785.158
953,AWGTP,680.33
953,BANTP,765.001
953,BBRTP,808.454
953,BGETP,816.33
953,BLATP,798.255
953,BLGTP,730.349
953,BLMTP,780.724
953,CZATP,1109.937
953,CZMTP,1108.355
953,CZPTP,1109.937
953,GAKTP,673.211
953,GBCTP,51.703
953,GBOTP,636.74
953,GESTP,566.999
953,GFMTP,582.966
953,GGOTP,367.219
953,GHBTP,661.668
953,GHGTP,313.422
953,GHOTP,314.777
953,GHSTP,729.686
953,GJETP,293.338
953,GKITP,382.799
953,GKLTP,609.97
953,GLPTP,223.15
953,GMBTP,191.902
953,GMHTP,617.462
953,GMLTP,633.445
953,GMNTP,506.885
953,GMZTP,615.101
953,GNBTP,474.362
953,GRBTP,532.723
953,GROTP,251.854
953,GTUTP,715.737
953,GWZTP,525.205
953,HBSTP,880.951
953,NGRTP,598.012
953,NLBTP,729.771
953,NRDTP,728.381
953,SLOTP,1028.088
551,AGATP,832.386
551,AIBTP,641.678
551,AWGTP,830.298
551,BANTP,311.972
551,BBRTP,331.528
551,BGETP,368.054
551,BLATP,308.314
551,BLGTP,233.58
551,BLMTP,287.398
551,CZATP,1014.799
551,CZMTP,1013.217
551,CZPTP,1014.799
551,GAKTP,176.183
551,GBCTP,567.165
551,GBOTP,109.528
551,GESTP,151.778
551,GFMTP,127.793
551,GGOTP,259.351
551,GHBTP,206.494
551,GHGTP,443.048
551,GHOTP,311.912
551,GHSTP,274.513
551,GJETP,316.547
551,GKITP,524.503
551,GKLTP,101.673
551,GLPTP,413.798
551,GMBTP,452.65
551,GMHTP,509.195
551,GMLTP,536.147
551,GMNTP,168.144
551,GMZTP,159.928
551,GNBTP,321.444
551,GRBTP,440.779
551,GROTP,610.508
551,GTUTP,347.387
551,GWZTP,238.146
551,HBSTP,1082.926
551,NGRTP,394.647
551,NLBTP,360.978
551,NRDTP,362.413
551,SLOTP,919.821
395,AGATP,875.275
395,AIBTP,684.566
395,AWGTP,873.186
395,BANTP,246.641
395,BBRTP,266.197
395,BGETP,302.724
395,BLATP,242.983
395,BLGTP,168.249
395,BLMTP,222.067
395,CZATP,1057.687
395,CZMTP,1056.105
395,CZPTP,1057.687
395,GAKTP,110.852
395,GBCTP,602.256
395,GBOTP,11.463
395,GESTP,99.656
395,GFMTP,163.967
395,GGOTP,328.983
395,GHBTP,229.173
395,GHGTP,460.983
395,GHOTP,329.848
395,GHSTP,249.06
395,GJETP,395.426
395,GKITP,542.438
395,GKLTP,45.044
395,GLPTP,492.677
395,GMBTP,470.586
395,GMHTP,552.083
395,GMLTP,579.035
395,GMNTP,186.08
395,GMZTP,156.938
395,GNBTP,364.332
395,GRBTP,483.667
395,GROTP,628.443
395,GTUTP,370.065
395,GWZTP,281.034
395,HBSTP,1125.814
395,NGRTP,342.525
395,NLBTP,308.855
395,NRDTP,300.382
395,SLOTP,962.709
479,AGATP,923.846
479,AIBTP,731.363
479,AWGTP,921.758
479,BANTP,352.14
479,BBRTP,395.593
479,BGETP,403.469
479,BLATP,385.394
479,BLGTP,317.488
479,BLMTP,367.863
479,CZATP,1106.258
479,CZMTP,1104.676
479,CZPTP,1106.258
479,GAKTP,260.35
479,GBCTP,390.523
479,GBOTP,223.878
479,GESTP,154.138
479,GFMTP,319.619
479,GGOTP,188.529
479,GHBTP,398.32
479,GHGTP,256.185
479,GHOTP,118.114
479,GHSTP,466.339
479,GJETP,320.981
479,GKITP,348.626
479,GKLTP,197.11
479,GLPTP,370.341
479,GMBTP,258.852
479,GMHTP,600.654
479,GMLTP,625.832
479,GMNTP,112.894
479,GMZTP,351.754
479,GNBTP,411.743
479,GRBTP,532.239
479,GROTP,423.645
479,GTUTP,528.442
479,GWZTP,331.478
479,HBSTP,1138.795
479,NGRTP,246.246
479,NLBTP,350.236
479,NRDTP,351.672
479,SLOTP,1011.281
480,AGATP,924.813
480,AIBTP,732.33
480,AWGTP,922.725
480,BANTP,353.107
480,BBRTP,396.56
480,BGETP,404.436
480,BLATP,386.361
480,BLGTP,318.455
480,BLMTP,368.83
480,CZATP,1107.225
480,CZMTP,1105.644
480,CZPTP,1107.225
480,GAKTP,261.317
480,GBCTP,386.562
480,GBOTP,224.846
480,GESTP,155.105
480,GFMTP,320.586
480,GGOTP,189.496
480,GHBTP,399.287
480,GHGTP,252.224
480,GHOTP,114.154
480,GHSTP,467.306
480,GJETP,321.948
480,GKITP,344.665
480,GKLTP,198.076
480,GLPTP,366.38
480,GMBTP,254.892
480,GMHTP,601.621
480,GMLTP,626.799
480,GMNTP,113.861
480,GMZTP,352.72
480,GNBTP,412.71
480,GRBTP,533.206
480,GROTP,419.685
480,GTUTP,529.409
480,GWZTP,332.445
480,HBSTP,1134.834
480,NGRTP,247.213
480,NLBTP,351.203
480,NRDTP,352.639
480,SLOTP,1012.248
1054,AGATP,804.829
1054,AIBTP,662.463
1054,AWGTP,639.221
1054,BANTP,693.79
1054,BBRTP,737.243
1054,BGETP,745.119
1054,BLATP,727.044
1054,BLGTP,659.138
1054,BLMTP,709.513
1054,CZATP,987.241
1054,CZMTP,985.659
1054,CZPTP,987.241
1054,GAKTP,602
1054,GBCTP,109.537
1054,GBOTP,557.713
1054,GESTP,495.788
1054,GFMTP,460.27
1054,GGOTP,269.946
1054,GHBTP,538.972
1054,GHGTP,364.64
1054,GHOTP,243.566
1054,GHSTP,606.99
1054,GJETP,170.642
1054,GKITP,434.017
1054,GKLTP,538.76
1054,GLPTP,71.063
1054,GMBTP,104.289
1054,GMHTP,494.766
1054,GMLTP,510.749
1054,GMNTP,435.674
1054,GMZTP,492.405
1054,GNBTP,351.666
1054,GRBTP,410.027
1054,GROTP,303.072
1054,GTUTP,593.041
1054,GWZTP,402.509
1054,HBSTP,839.842
1054,NGRTP,526.801
1054,NLBTP,658.56
1054,NRDTP,657.17
1054,SLOTP,905.392
513,AGATP,938.627
513,AIBTP,746.144
513,AWGTP,936.538
513,BANTP,279.828
513,BBRTP,323.28
513,BGETP,331.157
513,BLATP,313.082
513,BLGTP,245.176
513,BLMTP,295.55
513,CZATP,1121.039
513,CZMTP,1119.457
513,CZPTP,1121.039
513,GAKTP,188.037
513,GBCTP,461.612
513,GBOTP,151.566
513,GESTP,81.826
513,GFMTP,254.227
513,GGOTP,203.31
513,GHBTP,332.928
513,GHGTP,330.872
513,GHOTP,189.204
513,GHSTP,369.79
513,GJETP,335.762
513,GKITP,412.326
513,GKLTP,124.797
513,GLPTP,402.679
513,GMBTP,329.942
513,GMHTP,615.435
513,GMLTP,640.612
513,GMNTP,55.968
513,GMZTP,286.361
513,GNBTP,426.523
513,GRBTP,547.019
513,GROTP,498.332
513,GTUTP,473.82
513,GWZTP,346.259
513,HBSTP,1189.166
513,NGRTP,245.167
513,NLBTP,277.924
513,NRDTP,279.36
513,SLOTP,1026.061
916,AGATP,875.921
916,AIBTP,733.555
916,AWGTP,686.053
916,BANTP,713.398
916,BBRTP,756.85
916,BGETP,764.727
916,BLATP,746.651
916,BLGTP,678.746
916,BLMTP,729.12
916,CZATP,1058.333
916,CZMTP,1056.752
916,CZPTP,1058.333
916,GAKTP,621.607
916,GBCTP,20.706
916,GBOTP,585.136
916,GESTP,515.396
916,GFMTP,531.363
916,GGOTP,315.616
916,GHBTP,610.064
916,GHGTP,298.604
916,GHOTP,263.174
916,GHSTP,678.083
916,GJETP,241.735
916,GKITP,367.981
916,GKLTP,558.367
916,GLPTP,171.546
916,GMBTP,140.299
916,GMHTP,565.858
916,GMLTP,581.841
916,GMNTP,455.282
916,GMZTP,563.497
916,GNBTP,422.758
916,GRBTP,481.119
916,GROTP,237.036
916,GTUTP,664.134
916,GWZTP,473.601
916,HBSTP,886.674
916,NGRTP,546.409
916,NLBTP,678.167
916,NRDTP,676.778
916,SLOTP,976.484
533,AGATP,904.782
533,AIBTP,712.299
533,AWGTP,902.694
533,BANTP,316.045
533,BBRTP,356.4
533,BGETP,367.374
533,BLATP,333.186
533,BLGTP,279.044
533,BLMTP,315.655
533,CZATP,1087.194
533,CZMTP,1085.613
533,CZPTP,1087.194
533,GAKTP,221.906
533,GBCTP,431.488
533,GBOTP,185.435
533,GESTP,120.184
533,GFMTP,300.555
533,GGOTP,169.465
533,GHBTP,379.256
533,GHGTP,297.15
533,GHOTP,159.079
533,GHSTP,447.275
533,GJETP,301.917
533,GKITP,389.59
533,GKLTP,158.666
533,GLPTP,368.834
533,GMBTP,299.817
533,GMHTP,581.59
533,GMLTP,606.768
533,GMNTP,103.581
533,GMZTP,332.69
533,GNBTP,392.679
533,GRBTP,513.175
533,GROTP,464.61
533,GTUTP,509.378
533,GWZTP,312.414
533,HBSTP,1155.322
533,NGRTP,284.481
533,NLBTP,314.14
533,NRDTP,315.576
533,SLOTP,992.217
914,AGATP,898.869
914,AIBTP,756.503
914,AWGTP,689.915
914,BANTP,718.465
914,BBRTP,761.917
914,BGETP,769.794
914,BLATP,751.718
914,BLGTP,683.813
914,BLMTP,734.187
914,CZATP,1081.281
914,CZMTP,1079.7
914,CZPTP,1081.281
914,GAKTP,626.674
914,GBCTP,14.72
914,GBOTP,590.203
914,GESTP,520.462
914,GFMTP,554.311
914,GGOTP,320.682
914,GHBTP,633.012
914,GHGTP,272.845
914,GHOTP,268.24
914,GHSTP,701.031
914,GJETP,264.683
914,GKITP,342.222
