from_hospital,to_center,driving_distance
591,GBOTP,269.476
591,GESTP,204.225
591,GFMTP,200.906
591,GGOTP,57.934
591,GHBTP,279.608
591,GHGTP,318.737
591,GHOTP,171.689
591,GHSTP,347.626
591,GJETP,195.527
591,GKITP,411.178
591,GKLTP,242.707
591,GLPTP,257.302
591,GMBTP,249.739
591,GMHTP,481.942
591,GMLTP,507.119
591,GMNTP,203.574
591,GMZTP,233.041
591,GNBTP,293.03
591,GRBTP,413.526
591,GROTP,486.198
591,GTUTP,409.729
591,GWZTP,212.766
591,HBSTP,1021.842
591,NGRTP,358.667
591,NLBTP,410.921
591,NRDTP,412.357
591,SLOTP,892.568
344,AGATP,961.93
344,AIBTP,730.087
344,AWGTP,959.842
344,BANTP,176.35
344,BBRTP,192.521
344,BGETP,229.047
344,BLATP,169.307
344,BLGTP,123.367
344,BLMTP,151.776
344,CZATP,1144.342
344,CZMTP,1142.761
344,CZPTP,1144.342
344,GAKTP,66.228
344,GBCTP,594.546
344,GBOTP,90.987
344,GESTP,67.765
344,GFMTP,250.622
344,GGOTP,321.273
344,GHBTP,304.026
344,GHGTP,442.9
344,GHOTP,322.137
344,GHSTP,285.603
344,GJETP,453.724
344,GKITP,524.355
344,GKLTP,65.917
344,GLPTP,520.642
344,GMBTP,462.875
344,GMHTP,638.738
344,GMLTP,624.315
344,GMNTP,163.743
344,GMZTP,234.459
344,GNBTP,450.988
344,GRBTP,570.323
344,GROTP,610.361
344,GTUTP,436.764
344,GWZTP,367.69
344,HBSTP,1212.47
344,NGRTP,310.876
344,NLBTP,221.883
344,NRDTP,203.726
344,SLOTP,1049.365
997,AGATP,728.648
997,AIBTP,586.282
997,AWGTP,593.133
997,BANTP,659.851
997,BBRTP,687.467
997,BGETP,711.18
997,BLATP,664.253
997,BLGTP,610.111
997,BLMTP,646.722
997,CZATP,911.06
997,CZMTP,909.478
997,CZPTP,911.06
997,GAKTP,552.973
997,GBCTP,186.102
997,GBOTP,481.532
997,GESTP,451.251
997,GFMTP,384.089
997,GGOTP,222.094
997,GHBTP,462.791
997,GHGTP,400.175
997,GHOTP,258.954
997,GHSTP,530.809
997,GJETP,94.461
997,GKITP,492.616
997,GKLTP,495.164
997,GLPTP,7.766
997,GMBTP,120.295
997,GMHTP,418.585
997,GMLTP,434.568
997,GMNTP,451.062
997,GMZTP,416.224
997,GNBTP,275.485
997,GRBTP,333.846
997,GROTP,379.638
997,GTUTP,516.86
997,GWZTP,326.328
997,HBSTP,793.754
997,NGRTP,542.189
997,NLBTP,657.947
997,NRDTP,659.382
997,SLOTP,829.211
1010,AGATP,739.444
1010,AIBTP,625.66
1010,AWGTP,477.137
1010,BANTP,768.064
1010,BBRTP,803.588
1010,BGETP,819.393
1010,BLATP,780.374
1010,BLGTP,705.641
1010,BLMTP,759.459
1010,CZATP,852.201
1010,CZMTP,850.619
1010,CZPTP,852.201
1010,GAKTP,648.244
1010,GBCTP,199.478
1010,GBOTP,560.102
1010,GESTP,559.464
1010,GFMTP,462.659
1010,GGOTP,330.308
1010,GHBTP,524.656
1010,GHGTP,500.58
1010,GHOTP,359.359
1010,GHSTP,609.379
1010,GJETP,173.031
1010,GKITP,593.021
1010,GKLTP,573.734
1010,GLPTP,109.269
1010,GMBTP,220.7
1010,GMHTP,457.963
1010,GMLTP,473.946
1010,GMNTP,551.467
1010,GMZTP,494.794
1010,GNBTP,314.862
1010,GRBTP,344.642
1010,GROTP,438.136
1010,GTUTP,556.238
1010,GWZTP,365.706
1010,HBSTP,677.758
1010,NGRTP,642.594
1010,NLBTP,766.16
1010,NRDTP,767.596
1010,SLOTP,868.589
1018,AGATP,679.008
1018,AIBTP,728.188
1018,AWGTP,485.652
1018,BANTP,870.592
1018,BBRTP,906.116
1018,BGETP,921.921
1018,BLATP,882.902
1018,BLGTP,808.169
1018,BLMTP,861.987
1018,CZATP,860.715
1018,CZMTP,859.134
1018,CZPTP,860.715
1018,GAKTP,750.772
1018,GBCTP,224.575
1018,GBOTP,662.63
1018,GESTP,661.992
1018,GFMTP,565.187
1018,GGOTP,432.836
1018,GHBTP,627.184
1018,GHGTP,603.108
1018,GHOTP,461.887
1018,GHSTP,711.907
1018,GJETP,275.559
1018,GKITP,594.179
1018,GKLTP,676.262
1018,GLPTP,211.797
1018,GMBTP,323.228
1018,GMHTP,560.491
1018,GMLTP,576.474
1018,GMNTP,653.995
1018,GMZTP,597.322
1018,GNBTP,417.39
1018,GRBTP,447.17
1018,GROTP,463.234
1018,GTUTP,658.766
1018,GWZTP,468.234
1018,HBSTP,686.272
1018,NGRTP,745.122
1018,NLBTP,868.688
1018,NRDTP,870.124
1018,SLOTP,865.246
807,AGATP,418.855
807,AIBTP,142.704
807,AWGTP,402.962
807,BANTP,778.901
807,BBRTP,798.457
807,BGETP,834.984
807,BLATP,775.244
807,BLGTP,685.349
807,BLMTP,754.328
807,CZATP,549.321
807,CZMTP,547.739
807,CZPTP,549.321
807,GAKTP,643.113
807,GBCTP,586.279
807,GBOTP,557.322
807,GESTP,635.76
807,GFMTP,400.469
807,GGOTP,526.037
807,GHBTP,342.801
807,GHGTP,800.352
807,GHOTP,659.13
807,GHSTP,408.033
807,GJETP,376.673
807,GKITP,892.792
807,GKLTP,581.148
807,GLPTP,432.912
807,GMBTP,520.472
807,GMHTP,4.998
807,GMLTP,10.443
807,GMNTP,679.214
807,GMZTP,428.005
807,GNBTP,194.516
807,GRBTP,124.459
807,GROTP,779.815
807,GTUTP,246.725
807,GWZTP,280.588
807,HBSTP,655.59
807,NGRTP,834.307
807,NLBTP,844.96
807,NRDTP,846.395
807,SLOTP,407.485
949,AGATP,890.279
949,AIBTP,776.495
949,AWGTP,637.093
949,BANTP,789.812
949,BBRTP,833.264
949,BGETP,841.141
949,BLATP,823.065
949,BLGTP,755.16
949,BLMTP,805.534
949,CZATP,1012.157
949,CZMTP,1010.575
949,CZPTP,1012.157
949,GAKTP,698.021
949,GBCTP,102.861
949,GBOTP,661.55
949,GESTP,591.809
949,GFMTP,607.776
949,GGOTP,392.03
949,GHBTP,686.478
949,GHGTP,375.955
949,GHOTP,339.588
949,GHSTP,754.496
949,GJETP,318.148
949,GKITP,445.332
949,GKLTP,634.781
949,GLPTP,247.96
949,GMBTP,216.713
949,GMHTP,608.798
949,GMLTP,624.782
949,GMNTP,531.696
949,GMZTP,639.911
949,GNBTP,465.698
949,GRBTP,495.477
949,GROTP,314.387
949,GTUTP,707.074
949,GWZTP,516.542
949,HBSTP,837.714
949,NGRTP,622.823
949,NLBTP,754.581
949,NRDTP,753.191
949,SLOTP,1019.425
208,AGATP,1196.823
208,AIBTP,1054.457
208,AWGTP,1059.957
208,BANTP,644.825
208,BBRTP,688.277
208,BGETP,696.154
208,BLATP,678.078
208,BLGTP,629.036
208,BLMTP,660.547
208,CZATP,1379.235
208,CZMTP,1377.654
208,CZPTP,1379.235
208,GAKTP,571.898
208,GBCTP,350.352
208,GBOTP,551.437
208,GESTP,451.927
208,GFMTP,592.158
208,GGOTP,359.29
208,GHBTP,670.86
208,GHGTP,90.569
208,GHOTP,248.674
208,GHSTP,738.878
208,GJETP,562.637
208,GKITP,2.777
208,GKLTP,512.554
208,GLPTP,492.124
208,GMBTP,380.636
208,GMHTP,886.76
208,GMLTP,902.743
208,GMNTP,365.761
208,GMZTP,624.293
208,GNBTP,684.282
208,GRBTP,802.021
208,GROTP,199.876
208,GTUTP,800.981
208,GWZTP,604.018
208,HBSTP,1260.578
208,NGRTP,380.404
208,NLBTP,588.957
208,NRDTP,587.567
208,SLOTP,1297.387
859,AGATP,503.238
859,AIBTP,336.351
859,AWGTP,501.15
859,BANTP,649.951
859,BBRTP,669.507
859,BGETP,706.034
859,BLATP,646.293
859,BLGTP,549.37
859,BLMTP,625.378
859,CZATP,685.65
859,CZMTP,684.068
859,CZPTP,685.65
859,GAKTP,514.163
859,GBCTP,445.906
859,GBOTP,419.59
859,GESTP,498.028
859,GFMTP,262.737
859,GGOTP,385.402
859,GHBTP,207.082
859,GHGTP,659.978
859,GHOTP,518.757
859,GHSTP,321.829
859,GJETP,236.3
859,GKITP,752.419
859,GKLTP,443.417
859,GLPTP,292.539
859,GMBTP,380.099
859,GMHTP,168.654
859,GMLTP,184.638
859,GMNTP,538.578
859,GMZTP,292.705
859,GNBTP,54.143
859,GRBTP,111.631
859,GROTP,639.442
859,GTUTP,238.664
859,GWZTP,142.847
859,HBSTP,753.777
859,NGRTP,693.671
859,NLBTP,707.228
859,NRDTP,708.664
859,SLOTP,579.281
777,AGATP,425.73
777,AIBTP,138.626
777,AWGTP,409.923
777,BANTP,769.694
777,BBRTP,789.25
777,BGETP,825.777
777,BLATP,766.036
777,BLGTP,676.142
777,BLMTP,745.121
777,CZATP,556.196
777,CZMTP,554.614
777,CZPTP,556.196
777,GAKTP,633.906
777,GBCTP,598.182
777,GBOTP,580.453
777,GESTP,658.891
777,GFMTP,423.599
777,GGOTP,546.264
777,GHBTP,333.594
777,GHGTP,812.255
777,GHOTP,671.033
777,GHSTP,398.826
777,GJETP,388.576
777,GKITP,904.696
777,GKLTP,604.279
777,GLPTP,444.816
777,GMBTP,532.375
777,GMHTP,10.994
777,GMLTP,2.774
777,GMNTP,699.44
777,GMZTP,418.798
777,GNBTP,206.419
777,GRBTP,136.363
777,GROTP,791.718
777,GTUTP,237.518
777,GWZTP,303.709
777,HBSTP,662.551
777,NGRTP,854.534
777,NLBTP,868.09
777,NRDTP,869.526
777,SLOTP,414.359
1266,AGATP,1027.145
1266,AIBTP,836.436
1266,AWGTP,1025.056
1266,BANTP,229.784
1266,BBRTP,273.237
1266,BGETP,281.113
1266,BLATP,296.5
1266,BLGTP,247.459
1266,BLMTP,278.97
1266,CZATP,1209.557
1266,CZMTP,1207.975
1266,CZPTP,1209.557
1266,GAKTP,190.32
1266,GBCTP,551.058
1266,GBOTP,169.859
1266,GESTP,90.25
1266,GFMTP,315.837
1266,GGOTP,316.611
1266,GHBTP,381.043
1266,GHGTP,365.574
1266,GHOTP,278.648
1266,GHSTP,388.39
1266,GJETP,449.063
1266,GKITP,447.028
1266,GKLTP,145.483
1266,GLPTP,530.876
1266,GMBTP,419.386
1266,GMHTP,703.953
1266,GMLTP,730.905
1266,GMNTP,69.806
1266,GMZTP,308.808
1266,GNBTP,516.202
1266,GRBTP,635.537
1266,GROTP,533.034
1266,GTUTP,521.935
1266,GWZTP,432.904
1266,HBSTP,1277.684
1266,NGRTP,179.178
1266,NLBTP,175.908
1266,NRDTP,177.344
1266,SLOTP,1114.579
1078,AGATP,809.506
1078,AIBTP,667.14
1078,AWGTP,706.592
1078,BANTP,532.397
1078,BBRTP,560.013
1078,BGETP,583.726
1078,BLATP,536.799
1078,BLGTP,482.658
1078,BLMTP,519.268
1078,CZATP,991.919
1078,CZMTP,990.337
1078,CZPTP,991.919
1078,GAKTP,425.519
1078,GBCTP,266.968
1078,GBOTP,389.048
1078,GESTP,323.797
1078,GFMTP,302.773
1078,GGOTP,94.641
1078,GHBTP,381.474
1078,GHGTP,297.12
1078,GHOTP,150.071
1078,GHSTP,449.493
1078,GJETP,146.007
1078,GKITP,389.561
1078,GKLTP,362.279
1078,GLPTP,142.674
1078,GMBTP,134.154
1078,GMHTP,499.444
1078,GMLTP,515.427
1078,GMNTP,323.146
1078,GMZTP,334.907
1078,GNBTP,278.978
1078,GRBTP,414.705
1078,GROTP,460.504
1078,GTUTP,460.742
1078,GWZTP,263.778
1078,HBSTP,907.213
1078,NGRTP,439.134
1078,NLBTP,530.493
1078,NRDTP,531.929
1078,SLOTP,910.07
1161,AGATP,508.964
1161,AIBTP,895.489
1161,AWGTP,413.801
1161,BANTP,1523.618
1161,BBRTP,1543.174
1161,BGETP,1579.701
1161,BLATP,1519.961
1161,BLGTP,1445.227
1161,BLMTP,1499.045
1161,CZATP,503.835
1161,CZMTP,504.202
1161,CZPTP,503.835
1161,GAKTP,1387.83
1161,GBCTP,1050.983
1161,GBOTP,1293.258
1161,GESTP,1371.696
1161,GFMTP,1136.404
1161,GGOTP,1166.002
1161,GHBTP,1124.487
1161,GHGTP,1336.274
1161,GHOTP,1195.053
1161,GHSTP,1239.234
1161,GJETP,1008.725
1161,GKITP,1428.715
1161,GKLTP,1317.084
1161,GLPTP,944.963
1161,GMBTP,1056.394
1161,GMHTP,818.172
1161,GMLTP,830.551
1161,GMNTP,1387.161
1161,GMZTP,1166.372
1161,GNBTP,930.452
1161,GRBTP,813.91
1161,GROTP,1316.077
1161,GTUTP,1056.295
1161,GWZTP,1016.524
1161,HBSTP,170.005
1161,NGRTP,1478.288
1161,NLBTP,1580.895
1161,NRDTP,1582.331
1161,SLOTP,623.996
1134,AGATP,291.737
1134,AIBTP,678.262
1134,AWGTP,196.574
1134,BANTP,1306.392
1134,BBRTP,1325.948
1134,BGETP,1362.474
1134,BLATP,1302.734
1134,BLGTP,1228
1134,BLMTP,1281.818
1134,CZATP,368.133
1134,CZMTP,368.501
1134,CZPTP,368.133
1134,GAKTP,1170.603
1134,GBCTP,833.756
1134,GBOTP,1076.03
1134,GESTP,1154.468
1134,GFMTP,919.177
1134,GGOTP,948.774
1134,GHBTP,907.26
1134,GHGTP,1119.047
1134,GHOTP,977.826
1134,GHSTP,1022.007
1134,GJETP,791.498
1134,GKITP,1211.488
1134,GKLTP,1099.857
1134,GLPTP,727.736
1134,GMBTP,839.167
1134,GMHTP,600.945
1134,GMLTP,613.324
1134,GMNTP,1169.934
1134,GMZTP,949.145
1134,GNBTP,713.225
1134,GRBTP,596.683
1134,GROTP,1098.85
1134,GTUTP,839.068
1134,GWZTP,799.297
1134,HBSTP,56.265
1134,NGRTP,1261.061
1134,NLBTP,1363.668
1134,NRDTP,1365.104
1134,SLOTP,488.295
1151,AGATP,343.046
1151,AIBTP,729.571
1151,AWGTP,247.882
1151,BANTP,1357.7
1151,BBRTP,1377.256
1151,BGETP,1413.783
1151,BLATP,1354.042
1151,BLGTP,1279.308
1151,BLMTP,1333.126
1151,CZATP,341.077
1151,CZMTP,341.445
1151,CZPTP,341.077
1151,GAKTP,1221.912
1151,GBCTP,885.065
1151,GBOTP,1127.339
1151,GESTP,1205.777
1151,GFMTP,970.486
1151,GGOTP,1000.083
1151,GHBTP,958.569
1151,GHGTP,1170.356
1151,GHOTP,1029.134
1151,GHSTP,1073.316
1151,GJETP,842.807
1151,GKITP,1262.796
1151,GKLTP,1151.166
1151,GLPTP,779.044
1151,GMBTP,890.476
1151,GMHTP,652.254
1151,GMLTP,664.633
1151,GMNTP,1221.242
1151,GMZTP,1000.454
1151,GNBTP,764.533
1151,GRBTP,647.992
1151,GROTP,1150.158
1151,GTUTP,890.376
1151,GWZTP,850.605
1151,HBSTP,5.924
1151,NGRTP,1312.369
1151,NLBTP,1414.976
1151,NRDTP,1416.412
1151,SLOTP,461.238
1135,AGATP,453.895
1135,AIBTP,840.42
1135,AWGTP,358.732
1135,BANTP,1468.55
1135,BBRTP,1488.106
1135,BGETP,1524.633
1135,BLATP,1464.892
1135,BLGTP,1390.158
1135,BLMTP,1443.976
1135,CZATP,451.927
1135,CZMTP,452.294
1135,CZPTP,451.927
1135,GAKTP,1332.762
1135,GBCTP,972.059
1135,GBOTP,1238.189
1135,GESTP,1316.627
1135,GFMTP,1081.336
1135,GGOTP,1087.077
1135,GHBTP,1069.418
1135,GHGTP,1257.35
1135,GHOTP,1116.128
1135,GHSTP,1184.166
1135,GJETP,929.801
1135,GKITP,1349.79
1135,GKLTP,1262.015
1135,GLPTP,866.038
1135,GMBTP,977.47
1135,GMHTP,763.103
1135,GMLTP,775.483
1135,GMNTP,1308.236
1135,GMZTP,1111.304
1135,GNBTP,875.383
1135,GRBTP,758.841
1135,GROTP,1237.152
1135,GTUTP,1001.226
1135,GWZTP,961.455
1135,HBSTP,112.138
1135,NGRTP,1399.363
1135,NLBTP,1525.826
1135,NRDTP,1527.262
1135,SLOTP,572.088
1165,AGATP,386.044
1165,AIBTP,784.055
1165,AWGTP,302.367
1165,BANTP,1412.184
1165,BBRTP,1431.74
1165,BGETP,1468.267
1165,BLATP,1408.527
1165,BLGTP,1333.793
1165,BLMTP,1387.611
1165,CZATP,328.355
1165,CZMTP,328.722
1165,CZPTP,328.355
1165,GAKTP,1276.396
1165,GBCTP,939.549
1165,GBOTP,1181.824
1165,GESTP,1260.262
1165,GFMTP,1024.97
1165,GGOTP,1054.568
1165,GHBTP,1013.053
1165,GHGTP,1224.84
1165,GHOTP,1083.619
1165,GHSTP,1127.8
1165,GJETP,897.291
1165,GKITP,1317.281
1165,GKLTP,1205.65
1165,GLPTP,833.529
1165,GMBTP,944.96
1165,GMHTP,706.738
1165,GMLTP,719.117
1165,GMNTP,1275.727
1165,GMZTP,1054.938
1165,GNBTP,819.018
1165,GRBTP,702.476
1165,GROTP,1204.643
1165,GTUTP,944.861
1165,GWZTP,905.09
1165,HBSTP,73.268
1165,NGRTP,1366.854
1165,NLBTP,1469.461
1165,NRDTP,1470.897
1165,SLOTP,448.516
1127,AGATP,424.415
1127,AIBTP,893.482
1127,AWGTP,411.794
1127,BANTP,1521.611
1127,BBRTP,1541.167
1127,BGETP,1577.694
1127,BLATP,1517.954
1127,BLGTP,1443.22
1127,BLMTP,1497.038
1127,CZATP,359.009
1127,CZMTP,358.609
1127,CZPTP,359.009
1127,GAKTP,1385.823
1127,GBCTP,1048.976
1127,GBOTP,1291.25
1127,GESTP,1369.688
1127,GFMTP,1134.397
1127,GGOTP,1163.994
1127,GHBTP,1122.48
1127,GHGTP,1334.267
1127,GHOTP,1193.046
1127,GHSTP,1237.227
1127,GJETP,1006.718
1127,GKITP,1426.708
1127,GKLTP,1315.077
1127,GLPTP,942.955
1127,GMBTP,1054.387
1127,GMHTP,816.165
1127,GMLTP,828.544
1127,GMNTP,1385.154
1127,GMZTP,1164.365
1127,GNBTP,928.444
1127,GRBTP,811.903
1127,GROTP,1314.07
1127,GTUTP,1054.288
1127,GWZTP,1014.516
1127,HBSTP,182.695
1127,NGRTP,1476.28
1127,NLBTP,1578.888
1127,NRDTP,1580.324
1127,SLOTP,497.366
1332,AGATP,1191.024
1332,AIBTP,998.541
1332,AWGTP,1188.936
1332,BANTP,313.71
1332,BBRTP,357.163
1332,BGETP,365.039
1332,BLATP,350.67
1332,BLGTP,389.151
1332,BLMTP,365.581
1332,CZATP,1373.436
1332,CZMTP,1371.854
1332,CZPTP,1373.436
1332,GAKTP,398.37
1332,GBCTP,611.649
1332,GBOTP,377.909
1332,GESTP,282.378
1332,GFMTP,523.887
1332,GGOTP,455.707
1332,GHBTP,589.093
1332,GHGTP,349.6
1332,GHOTP,348.016
1332,GHSTP,596.44
1332,GJETP,588.159
1332,GKITP,431.055
1332,GKLTP,353.533
1332,GLPTP,591.467
1332,GMBTP,479.978
1332,GMHTP,867.832
1332,GMLTP,893.01
1332,GMNTP,238.031
1332,GMZTP,516.859
1332,GNBTP,678.921
1332,GRBTP,799.417
1332,GROTP,517.06
1332,GTUTP,729.986
1332,GWZTP,598.656
1332,HBSTP,1359.92
1332,NGRTP,48.358
1332,NLBTP,203.343
1332,NRDTP,233.436
1332,SLOTP,1278.459
1301,AGATP,1162.832
1301,AIBTP,931.322
1301,AWGTP,1160.743
1301,BANTP,65.99
1301,BBRTP,91.383
1301,BGETP,43.161
1301,BLATP,102.929
1301,BLGTP,196.294
1301,BLMTP,117.84
1301,CZATP,1345.244
1301,CZMTP,1343.662
1301,CZPTP,1345.244
1301,GAKTP,202.648
1301,GBCTP,782.729
1301,GBOTP,291.888
1301,GESTP,257.136
1301,GFMTP,451.523
1301,GGOTP,527.854
1301,GHBTP,505.261
1301,GHGTP,619
1301,GHOTP,510.32
1301,GHSTP,433.3
1301,GJETP,675.52
1301,GKITP,700.455
1301,GKLTP,267.492
1301,GLPTP,727.223
1301,GMBTP,651.058
1301,GMHTP,839.64
1301,GMLTP,825.55
1301,GMNTP,339.842
1301,GMZTP,435.694
1301,GNBTP,651.889
1301,GRBTP,771.224
1301,GROTP,786.46
1301,GTUTP,637.999
1301,GWZTP,568.591
1301,HBSTP,1413.371
1301,NGRTP,369.379
1301,NLBTP,161.494
1301,NRDTP,118.708
1301,SLOTP,1250.266
1073,AGATP,646.035
1073,AIBTP,514.534
1073,AWGTP,643.946
1073,BANTP,622.391
1073,BBRTP,641.947
1073,BGETP,678.474
1073,BLATP,618.733
1073,BLGTP,543.999
1073,BLMTP,597.817
1073,CZATP,828.447
1073,CZMTP,826.865
1073,CZPTP,828.447
1073,GAKTP,486.603
1073,GBCTP,294.632
1073,GBOTP,398.46
1073,GESTP,397.766
1073,GFMTP,301.018
1073,GGOTP,206.635
1073,GHBTP,379.72
1073,GHGTP,430.504
1073,GHOTP,283.456
1073,GHSTP,447.738
1073,GJETP,47.222
1073,GKITP,522.945
1073,GKLTP,412.093
1073,GLPTP,141.266
1073,GMBTP,228.825
1073,GMHTP,346.837
1073,GMLTP,362.82
1073,GMNTP,397.115
1073,GMZTP,333.153
1073,GNBTP,154.488
1073,GRBTP,251.233
1073,GROTP,488.168
1073,GTUTP,393.493
1073,GWZTP,196.529
1073,HBSTP,877.62
1073,NGRTP,552.208
1073,NLBTP,604.462
1073,NRDTP,605.898
1073,SLOTP,757.463
1072,AGATP,679.314
1072,AIBTP,536.948
1072,AWGTP,677.225
1072,BANTP,612.771
1072,BBRTP,632.327
1072,BGETP,668.854
1072,BLATP,609.113
1072,BLGTP,534.379
1072,BLMTP,588.197
1072,CZATP,861.726
1072,CZMTP,860.144
1072,CZPTP,861.726
1072,GAKTP,476.983
1072,GBCTP,286.421
1072,GBOTP,388.84
1072,GESTP,388.146
1072,GFMTP,291.398
1072,GGOTP,197.015
1072,GHBTP,370.1
1072,GHGTP,420.884
1072,GHOTP,273.836
1072,GHSTP,438.118
1072,GJETP,40.321
1072,GKITP,513.325
1072,GKLTP,402.473
1072,GLPTP,133.054
1072,GMBTP,220.614
1072,GMHTP,369.25
1072,GMLTP,385.234
1072,GMNTP,387.495
1072,GMZTP,323.533
1072,GNBTP,163.925
1072,GRBTP,284.512
1072,GROTP,479.957
1072,GTUTP,383.873
1072,GWZTP,186.909
1072,HBSTP,869.092
1072,NGRTP,542.588
1072,NLBTP,594.842
1072,NRDTP,596.278
1072,SLOTP,779.877
1300,AGATP,1087.126
1300,AIBTP,896.417
1300,AWGTP,1085.037
1300,BANTP,132.185
1300,BBRTP,175.638
1300,BGETP,183.514
1300,BLATP,169.145
1300,BLGTP,196.362
1300,BLMTP,184.056
1300,CZATP,1269.538
1300,CZMTP,1267.956
1300,CZPTP,1269.538
1300,GAKTP,193.339
1300,GBCTP,659.808
1300,GBOTP,219.6
1300,GESTP,148.253
1300,GFMTP,375.818
1300,GGOTP,404.934
1300,GHBTP,441.024
1300,GHGTP,449.802
1300,GHOTP,387.399
1300,GHSTP,412.714
1300,GJETP,537.385
1300,GKITP,531.256
1300,GKLTP,184.058
1300,GLPTP,604.302
1300,GMBTP,528.137
1300,GMHTP,763.934
1300,GMLTP,790.886
1300,GMNTP,182.278
1300,GMZTP,368.789
1300,GNBTP,576.183
1300,GRBTP,695.518
1300,GROTP,617.262
1300,GTUTP,581.916
1300,GWZTP,492.885
1300,HBSTP,1337.665
1300,NGRTP,214.296
1300,NLBTP,93.216
1300,NRDTP,74.165
1300,SLOTP,1174.56
67,AGATP,1193.949
67,AIBTP,962.44
67,AWGTP,1191.861
67,BANTP,95.506
67,BBRTP,85.3
67,BGETP,37.541
67,BLATP,97.536
67,BLGTP,190.901
67,BLMTP,112.447
67,CZATP,1376.361
67,CZMTP,1374.78
67,CZPTP,1376.361
67,GAKTP,231.183
67,GBCTP,812.244
67,GBOTP,323.006
67,GESTP,286.652
67,GFMTP,482.641
67,GGOTP,557.37
67,GHBTP,536.379
67,GHGTP,648.516
67,GHOTP,539.835
67,GHSTP,427.907
67,GJETP,706.638
67,GKITP,729.97
67,GKLTP,298.61
67,GLPTP,756.738
67,GMBTP,680.573
67,GMHTP,870.757
67,GMLTP,856.668
67,GMNTP,369.358
67,GMZTP,466.812
67,GNBTP,683.007
67,GRBTP,802.342
67,GROTP,815.976
67,GTUTP,669.117
67,GWZTP,599.709
67,HBSTP,1444.488
67,NGRTP,401.534
67,NLBTP,232.967
67,NRDTP,181.291
67,SLOTP,1281.384
79,AGATP,1068.719
79,AIBTP,837.21
79,AWGTP,1066.631
79,BANTP,75.151
79,BBRTP,65.568
79,BGETP,102.095
79,BLATP,42.354
79,BLGTP,65.671
79,BLMTP,29.965
79,CZATP,1251.131
79,CZMTP,1249.55
79,CZPTP,1251.131
79,GAKTP,108.535
79,GBCTP,736.624
79,GBOTP,197.775
79,GESTP,196.415
79,GFMTP,357.411
79,GGOTP,463.351
79,GHBTP,411.149
79,GHGTP,571.55
79,GHOTP,464.215
79,GHSTP,320.652
79,GJETP,581.408
79,GKITP,653.005
79,GKLTP,173.38
79,GLPTP,662.72
79,GMBTP,604.953
79,GMHTP,745.527
79,GMLTP,731.438
79,GMNTP,292.393
79,GMZTP,341.582
79,GNBTP,557.776
79,GRBTP,677.112
79,GROTP,739.01
79,GTUTP,543.886
79,GWZTP,474.479
79,HBSTP,1319.258
79,NGRTP,355.464
79,NLBTP,219.078
79,NRDTP,179.747
79,SLOTP,1156.154
1281,AGATP,1081.398
1281,AIBTP,856.758
1281,AWGTP,1079.31
1281,BANTP,82.398
1281,BBRTP,125.85
1281,BGETP,133.727
1281,BLATP,119.358
1281,BLGTP,152.775
1281,BLMTP,134.269
1281,CZATP,1263.81
1281,CZMTP,1262.228
1281,CZPTP,1263.81
1281,GAKTP,143.491
1281,GBCTP,680.033
1281,GBOTP,219.191
1281,GESTP,154.44
1281,GFMTP,370.09
1281,GGOTP,425.158
1281,GHBTP,430.697
1281,GHGTP,516.304
1281,GHOTP,407.624
1281,GHSTP,400.038
1281,GJETP,557.61
1281,GKITP,597.759
1281,GKLTP,183.649
1281,GLPTP,624.527
1281,GMBTP,548.362
1281,GMHTP,758.206
1281,GMLTP,750.986
1281,GMNTP,237.147
1281,GMZTP,361.13
1281,GNBTP,570.455
1281,GRBTP,689.79
1281,GROTP,683.765
1281,GTUTP,563.435
1281,GWZTP,487.158
1281,HBSTP,1331.937
1281,NGRTP,262.04
1281,NLBTP,118.08
1281,NRDTP,78.749
1281,SLOTP,1168.832
1169,AGATP,418.55
1169,AIBTP,805.074
1169,AWGTP,323.386
1169,BANTP,1433.204
1169,BBRTP,1452.76
1169,BGETP,1489.287
1169,BLATP,1429.546
1169,BLGTP,1354.812
1169,BLMTP,1408.63
1169,CZATP,413.42
1169,CZMTP,413.788
1169,CZPTP,413.42
1169,GAKTP,1297.416
1169,GBCTP,960.569
1169,GBOTP,1202.843
1169,GESTP,1281.281
1169,GFMTP,1045.99
1169,GGOTP,1075.587
1169,GHBTP,1034.072
1169,GHGTP,1245.86
1169,GHOTP,1104.638
1169,GHSTP,1148.82
1169,GJETP,918.311
1169,GKITP,1338.3
1169,GKLTP,1226.67
1169,GLPTP,854.548
1169,GMBTP,965.98
1169,GMHTP,727.758
1169,GMLTP,740.137
1169,GMNTP,1296.746
1169,GMZTP,1075.958
1169,GNBTP,840.037
1169,GRBTP,723.496
1169,GROTP,1225.662
1169,GTUTP,965.88
1169,GWZTP,926.109
1169,HBSTP,72.7
1169,NGRTP,1387.873
1169,NLBTP,1490.48
1169,NRDTP,1491.916
1169,SLOTP,533.582
1141,AGATP,383.231
1141,AIBTP,858.072
1141,AWGTP,376.384
1141,BANTP,1486.202
1141,BBRTP,1505.758
1141,BGETP,1542.284
1141,BLATP,1482.544
1141,BLGTP,1407.81
1141,BLMTP,1461.628
1141,CZATP,325.541
1141,CZMTP,325.909
1141,CZPTP,325.541
1141,GAKTP,1350.413
