from_hospital,to_center,total_time_byplane
921,GMZTP,2.5315394018917012
921,GNBTP,2.2149632887464015
921,GRBTP,3.103636075673305
921,GROTP,2.223074503607801
921,GTUTP,2.5664951565720346
921,GWZTP,3.2199632887464014
921,HBSTP,2.6537059891611285
921,NGRTP,2.3359434429792123
921,NLBTP,2.7020753083492908
921,NRDTP,2.3670753083492904
921,SLOTP,2.7311980073219324
131,AGATP,2.735434464430374
131,AIBTP,2.1407686901596676
131,AWGTP,3.022970369700192
131,BANTP,1.7298390339332268
131,BBRTP,1.8849150276532467
131,BGETP,2.237864262321679
131,BLATP,1.6149150276532467
131,BLGTP,1.875
131,BLMTP,1.8032483609865797
131,CZATP,2.8930150434221136
131,CZMTP,2.8513483767554466
131,CZPTP,2.8930150434221136
131,GAKTP,1.655034570991882
131,GBCTP,2.7316262009813754
131,GBOTP,2.065601321057583
131,GESTP,1.8898047746144804
131,GFMTP,2.037160878847046
131,GGOTP,2.699914697903928
131,GHBTP,1.9586146490667549
131,GHGTP,2.154224713517111
131,GHOTP,2.2221286567291934
131,GHSTP,2.0730591923916752
131,GJETP,2.844990025961005
131,GKITP,2.226380046276698
131,GKLTP,1.9656013210575836
131,GLPTP,2.343203925856994
131,GMBTP,2.118687129766809
131,GMHTP,2.523422340514576
131,GMLTP,2.685089007181243
131,GMNTP,2.0401229065999376
131,GMZTP,2.2254942121803785
131,GNBTP,2.231677534380362
131,GRBTP,3.121755673847906
131,GROTP,2.6651773651179074
131,GTUTP,2.3075443703258944
131,GWZTP,3.2366775343803624
131,HBSTP,3.0717523541874745
131,NGRTP,2.044852337177602
131,NLBTP,2.0737435572755376
131,NRDTP,1.7387435572755376
131,SLOTP,2.8474193623106414
142,AGATP,3.1224896132097983
142,AIBTP,2.51396609907535
142,AWGTP,3.418694611990806
142,BANTP,2.0325568764431785
142,BBRTP,2.1711545977904465
142,BGETP,2.4770436273786918
142,BLATP,1.9011545977904465
142,BLGTP,2.2821749362944477
142,BLMTP,2.0894879311237795
142,CZATP,3.2743278903892823
142,CZMTP,3.2326612237226153
142,CZPTP,3.2743278903892823
142,GAKTP,2.0619655304839752
142,GBCTP,3.1382338041724465
142,GBOTP,2.4727094876323754
142,GESTP,2.292461986715685
142,GFMTP,2.4343684312644047
142,GGOTP,3.1069514049493927
142,GHBTP,2.3448795295502536
142,GHGTP,2.5484458643432824
142,GHOTP,2.624363492664817
142,GHSTP,2.4363251369352517
142,GJETP,3.2514816317227586
142,GKITP,2.615653321293067
142,GKLTP,2.3727094876323753
142,GLPTP,2.750311653196274
142,GMBTP,2.5252199591861793
142,GMHTP,2.909991544289177
142,GMLTP,3.071658210955844
142,GMNTP,2.4365007220040664
142,GMZTP,2.6227017645977377
142,GNBTP,2.627963588429285
142,GRBTP,3.508324877622507
142,GROTP,3.064576377175571
142,GTUTP,2.6846726812022803
142,GWZTP,3.6329635884292855
142,HBSTP,3.4678717571074387
142,NGRTP,2.415259855207431
142,NLBTP,2.3952834757784713
142,NRDTP,2.0602834757784714
142,SLOTP,3.226375520998266
810,AGATP,2.0375399314189493
810,AIBTP,1.539852263203626
810,AWGTP,2.3575811209437103
810,BANTP,2.3313654928088425
810,BBRTP,2.489918123341951
810,BGETP,2.8351406973565676
810,BLATP,2.219918123341951
810,BLGTP,2.4800890071812423
810,BLMTP,2.408251456675284
810,CZATP,2.1981089349211045
810,CZMTP,2.1564422682544375
810,CZPTP,2.1981089349211045
810,GAKTP,2.145714374327188
810,GBCTP,2.5253027423399748
810,GBOTP,2.4088383852165696
810,GESTP,2.3011540372869965
810,GFMTP,2.073836478859641
810,GGOTP,2.7676422017722
810,GHBTP,1.930552185619923
810,GHGTP,2.287333979637947
810,GHOTP,2.328598012818949
810,GHSTP,2.223003597734899
810,GJETP,2.683596720097164
810,GKITP,2.372895563934601
810,GKLTP,2.3088383852165695
810,GLPTP,2.1210109348056623
810,GMBTP,2.0157587315226992
810,GMHTP,1.8250000000000002
810,GMLTP,1.9866666666666672
810,GMNTP,2.346048356252809
810,GMZTP,2.262169812192974
810,GNBTP,1.8307581801195747
810,GRBTP,2.4233333333333302
810,GROTP,2.653369531707957
810,GTUTP,2.0681066208152656
810,GWZTP,2.8357581801195746
810,HBSTP,2.4022600789999986
810,NGRTP,2.4424435363794124
810,NLBTP,2.644848231938078
810,NRDTP,2.309848231938078
810,SLOTP,2.1599444840553366
778,AGATP,2.127539931418949
778,AIBTP,1.629852263203626
778,AWGTP,2.4475811209437106
778,BANTP,2.421365492808843
778,BBRTP,2.579918123341951
778,BGETP,2.9251406973565675
778,BLATP,2.3099181233419515
778,BLGTP,2.570089007181242
778,BLMTP,2.498251456675284
778,CZATP,2.2881089349211043
778,CZMTP,2.2464422682544374
778,CZPTP,2.2881089349211043
778,GAKTP,2.2357143743271877
778,GBCTP,2.6153027423399746
778,GBOTP,2.4988383852165694
778,GESTP,2.3911540372869964
778,GFMTP,2.1638364788596407
778,GGOTP,2.8576422017722
778,GHBTP,2.020552185619923
778,GHGTP,2.377333979637947
778,GHOTP,2.4185980128189493
778,GHSTP,2.313003597734899
778,GJETP,2.7735967200971645
778,GKITP,2.462895563934601
778,GKLTP,2.3988383852165693
778,GLPTP,2.211010934805662
778,GMBTP,2.105758731522699
778,GMHTP,1.915
778,GMLTP,2.076666666666667
778,GMNTP,2.436048356252809
778,GMZTP,2.3521698121929737
778,GNBTP,1.9207581801195746
778,GRBTP,2.51333333333333
778,GROTP,2.7433695317079567
778,GTUTP,2.1581066208152655
778,GWZTP,2.925758180119575
778,HBSTP,2.4922600789999985
778,NGRTP,2.532443536379412
778,NLBTP,2.734848231938078
778,NRDTP,2.399848231938078
778,SLOTP,2.2499444840553364
723,AGATP,2.149725133850761
723,AIBTP,1.5614571805495536
723,AWGTP,2.450095211202137
723,BANTP,1.774723831098051
723,BBRTP,1.9315394937365362
723,BGETP,2.2764733553527092
723,BLATP,1.6615394937365362
723,BLGTP,1.9219479824000878
723,BLMTP,1.8498728270698692
723,CZATP,2.3061615533627897
723,CZMTP,2.2644948866961228
723,CZPTP,2.3061615533627897
723,GAKTP,1.5933347099541362
723,GBCTP,2.31853934945337
723,GBOTP,1.8709962402480274
723,GESTP,1.767940286236431
723,GFMTP,1.555894553629585
723,GGOTP,2.3493716407337137
723,GHBTP,1.371666666666667
723,GHGTP,1.9066415632875047
723,GHOTP,1.9336257579274163
723,GHSTP,1.6883687357547423
723,GJETP,2.3903779110786982
723,GKITP,1.997146437403738
723,GKLTP,1.7709962402480275
723,GLPTP,1.8963790389158994
723,GMBTP,1.72929110212897
723,GMHTP,1.9372188522865899
723,GMLTP,2.098885518953257
723,GMNTP,1.861493724061304
723,GMZTP,1.7442278869629178
723,GNBTP,1.667412444183832
723,GRBTP,2.53555218561992
723,GROTP,2.353884151038244
723,GTUTP,1.73079803606448
723,GWZTP,2.6724124441838324
723,HBSTP,2.4992011549936803
723,NGRTP,1.9493078060648779
723,NLBTP,2.0971693538835003
723,NRDTP,1.7621693538835004
723,SLOTP,2.2613700594642347
137,AGATP,2.8367026535542714
137,AIBTP,2.2538216214689766
137,AWGTP,3.116052185259331
137,BANTP,1.8453547553393914
137,BBRTP,2.0156603763034524
137,BGETP,2.3746868255772693
137,BLATP,1.7456603763034524
137,BLGTP,2.0325034225865943
137,BLMTP,1.9339937096367854
137,CZATP,2.9986175820968954
137,CZMTP,2.9569509154302285
137,CZPTP,2.9986175820968954
137,GAKTP,1.733399839103505
137,GBCTP,2.801267162933605
137,GBOTP,2.14345505224065
137,GESTP,1.954538185753195
137,GFMTP,2.1334320188060563
137,GGOTP,2.7716842498595446
137,GHBTP,2.0658428081548754
137,GHGTP,2.216869318144317
137,GHOTP,2.2868916669998773
137,GHSTP,2.199627740339796
137,GJETP,2.9228465472162357
137,GKITP,2.288890249803779
137,GKLTP,2.0434550522406503
137,GLPTP,2.417644681411816
137,GMBTP,2.1882128444768023
137,GMHTP,2.62648800848208
137,GMLTP,2.788154675148747
137,GMNTP,2.10286401249292
137,GMZTP,2.321765352139389
137,GNBTP,2.3260287565018816
137,GRBTP,3.22482134181541
137,GROTP,2.728844898648443
137,GTUTP,2.4201795471422374
137,GWZTP,3.3310287565018815
137,HBSTP,3.1640485719046287
137,NGRTP,2.111166844516817
137,NLBTP,2.16635527131908
137,NRDTP,1.83135527131908
137,SLOTP,2.955153958994315
33,AGATP,1.4621192991049212
33,AIBTP,1.1151798116838088
33,AWGTP,1.808618872502636
33,BANTP,2.0281214716238236
33,BBRTP,2.186515636809167
33,BGETP,2.531030366080906
33,BLATP,1.9165156368091671
33,BLGTP,2.1767221999803787
33,BLMTP,2.1048489701425
33,CZATP,1.6223947497775746
33,CZMTP,1.5807280831109074
33,CZPTP,1.6223947497775746
33,GAKTP,1.842387571406382
33,GBCTP,2.143646037227943
33,GBOTP,2.1046582663730926
33,GESTP,1.9962174307624239
33,GFMTP,1.7700923204397525
33,GGOTP,2.4499699199941154
33,GHBTP,1.6268855757151213
33,GHGTP,1.9502304206237637
33,GHOTP,2.0005137376036983
33,GHSTP,1.9153359366707987
33,GJETP,2.3505510366998053
33,GKITP,2.0315462585691315
33,GKLTP,2.0046582663730925
33,GLPTP,1.761225829609694
33,GMBTP,1.6655689158105615
33,GMHTP,1.5217586658303612
33,GMLTP,1.6834253324970283
33,GMNTP,2.034018395031815
33,GMZTP,1.9584256537730855
33,GNBTP,1.5141856087544876
33,GRBTP,2.1200919991636913
33,GROTP,2.291956438284676
33,GTUTP,1.758528747039115
33,GWZTP,2.5191856087544875
33,HBSTP,1.8429061083733977
33,NGRTP,2.1296685244800155
33,NLBTP,2.3409397420026963
33,NRDTP,2.0059397420026963
33,SLOTP,1.5898533111952329
287,AGATP,3.1917564938602663
287,AIBTP,2.689555516448455
287,AWGTP,3.4304022782708157
287,BANTP,2.588918443484248
287,BBRTP,2.774804741318772
287,BGETP,3.1322347742534413
287,BLATP,2.504804741318772
287,BLGTP,2.792101133953617
287,BLMTP,2.693138074652105
287,CZATP,3.371544495866784
287,CZMTP,3.329877829200117
287,CZPTP,3.371544495866784
287,GAKTP,2.4324871972700395
287,GBCTP,3.03659687147961
287,GBOTP,2.6877169321085477
287,GESTP,2.5191900058255
287,GFMTP,2.5767787197889716
287,GGOTP,3.021633116074369
287,GHBTP,2.547608795187253
287,GHGTP,2.499934857766828
287,GHOTP,2.5366462519830524
287,GHSTP,2.7938444635503443
287,GJETP,3.1909739236182997
287,GKITP,2.587898190413404
287,GKLTP,2.587716932108548
287,GLPTP,2.6648225403706256
287,GMBTP,2.423666949999518
287,GMHTP,3.0131312101524284
287,GMLTP,3.1747978768190954
287,GMNTP,2.474005913760685
287,GMZTP,2.765112053122305
287,GNBTP,2.68043797681517
287,GRBTP,3.6114645434857584
287,GROTP,2.982224686197099
287,GTUTP,2.8925359861912696
287,GWZTP,3.68543797681517
287,HBSTP,3.4699291621930954
287,NGRTP,2.5684769950711432
287,NLBTP,2.842904493133952
287,NRDTP,2.5079044931339523
287,SLOTP,3.344255061217445
308,AGATP,2.570749402985713
308,AIBTP,2.0603582608922806
308,AWGTP,2.8075702018869464
308,BANTP,1.8029833139914375
308,BBRTP,1.999245875045544
308,BGETP,2.348875424481948
308,BLATP,1.7292458750455442
308,BLGTP,2.0401229065999367
308,BLMTP,1.917579208378877
308,CZATP,2.7502287674691317
308,CZMTP,2.7085621008024647
308,CZPTP,2.7502287674691317
308,GAKTP,1.6892803896050512
308,GBCTP,2.372773229690666
308,GBOTP,1.976437739094399
308,GESTP,1.765883791744224
308,GFMTP,1.9303891627848682
308,GGOTP,2.3979166721873675
308,GHBTP,1.8981603907279698
308,GHGTP,1.7525175726067808
308,GHOTP,1.8353800789059838
308,GHSTP,2.114914113224252
308,GJETP,2.5655972732692565
308,GKITP,1.8279271478488743
308,GKLTP,1.876437739094399
308,GLPTP,2.0255756261684486
308,GMBTP,1.765491592429201
308,GMHTP,2.389381689586142
308,GMLTP,2.5510483562528092
308,GMNTP,1.6383333333333332
308,GMZTP,2.118722496118201
308,GNBTP,2.0581695474151074
308,GRBTP,2.987715022919472
308,GROTP,2.266835499064019
308,GTUTP,2.2515120792894887
308,GWZTP,3.0631695474151073
308,HBSTP,2.8453889528832654
308,NGRTP,1.734856219944508
308,NLBTP,2.0311296711673874
308,NRDTP,1.696129671167387
308,SLOTP,2.7218607059383992
297,AGATP,3.0624160696523797
297,AIBTP,2.5520249275589473
297,AWGTP,3.2992368685536135
297,BANTP,2.2946499806581047
297,BBRTP,2.490912541712211
297,BGETP,2.840542091148615
297,BLATP,2.2209125417122113
297,BLGTP,2.5317895732666034
297,BLMTP,2.409245875045544
297,CZATP,3.241895434135799
297,CZMTP,3.200228767469132
297,CZPTP,3.241895434135799
297,GAKTP,2.180947056271718
297,GBCTP,2.864439896357333
297,GBOTP,2.468104405761066
297,GESTP,2.2575504584108907
297,GFMTP,2.4220558294515353
297,GGOTP,2.8895833388540346
297,GHBTP,2.389827057394637
297,GHGTP,2.244184239273448
297,GHOTP,2.327046745572651
297,GHSTP,2.606580779890919
297,GJETP,3.0572639399359236
297,GKITP,2.3195938145155415
297,GKLTP,2.368104405761066
297,GLPTP,2.5172422928351157
297,GMBTP,2.257158259095868
297,GMHTP,2.8810483562528093
297,GMLTP,3.0427150229194764
297,GMNTP,2.13
297,GMZTP,2.610389162784868
297,GNBTP,2.549836214081774
297,GRBTP,3.4793816895861394
297,GROTP,2.758502165730686
297,GTUTP,2.743178745956156
297,GWZTP,3.554836214081774
297,HBSTP,3.3370556195499326
297,NGRTP,2.226522886611175
297,NLBTP,2.522796337834054
297,NRDTP,2.187796337834054
297,SLOTP,3.213527372605066
985,AGATP,4.310580162873903
985,AIBTP,4.015147274889765
985,AWGTP,4.46189555421144
985,BANTP,4.2600251961882645
985,BBRTP,4.447898055957181
985,BGETP,4.804615872871018
985,BLATP,4.177898055957181
985,BLGTP,4.463292867648038
985,BLMTP,4.366231389290514
985,CZATP,4.5002660566209265
985,CZMTP,4.4585993899542595
985,CZPTP,4.5002660566209265
985,GAKTP,4.103260468308443
985,GBCTP,3.846666666666663
985,GBOTP,4.352026530591891
985,GESTP,4.192429297328895
985,GFMTP,4.138206068558365
985,GGOTP,4.569511745296567
985,GHBTP,4.0868726827867
985,GHGTP,3.78155398716435
985,GHOTP,3.9544039260290096
985,GHSTP,4.389652626263846
985,GJETP,4.504836887578144
985,GKITP,3.8193906518058753
985,GKLTP,4.252026530591891
985,GLPTP,3.7652136309815574
985,GMBTP,3.5663881795069705
985,GMHTP,4.300302742339971
985,GMLTP,4.461969409006638
985,GMNTP,4.10443989635733
985,GMZTP,4.326539401891698
985,GNBTP,4.009963288746398
985,GRBTP,4.898636075673302
985,GROTP,4.018074503607798
985,GTUTP,4.3614951565720315
985,GWZTP,5.014963288746398
985,HBSTP,4.448705989161125
985,NGRTP,4.130943442979209
985,NLBTP,4.497075308349287
985,NRDTP,4.162075308349287
985,SLOTP,4.526198007321929
146,AGATP,2.515822946543132
146,AIBTP,1.907299432408684
146,AWGTP,2.8120279453241404
146,BANTP,1.4258902097765125
146,BBRTP,1.5644879311237805
146,BGETP,1.8703769607120257
146,BLATP,1.2944879311237805
146,BLGTP,1.675508269627782
146,BLMTP,1.4828212644571135
146,CZATP,2.6676612237226163
146,CZMTP,2.6259945570559493
146,CZPTP,2.6676612237226163
146,GAKTP,1.4552988638173092
146,GBCTP,2.531567137505781
146,GBOTP,1.8660428209657094
146,GESTP,1.685795320049019
146,GFMTP,1.827701764597739
146,GGOTP,2.500284738282727
146,GHBTP,1.7382128628835876
146,GHGTP,1.9417791976766168
146,GHOTP,2.017696825998151
146,GHSTP,1.8296584702685859
146,GJETP,2.6448149650560926
146,GKITP,2.0089866546264004
146,GKLTP,1.7660428209657093
146,GLPTP,2.143644986529608
146,GMBTP,1.9185532925195132
146,GMHTP,2.303324877622511
146,GMLTP,2.464991544289178
146,GMNTP,1.8298340553374004
146,GMZTP,2.0160350979310717
146,GNBTP,2.021296921762619
146,GRBTP,2.901658210955841
146,GROTP,2.457909710508905
146,GTUTP,2.0780060145356147
146,GWZTP,3.0262969217626194
146,HBSTP,2.8612050904407726
146,NGRTP,1.8085931885407647
146,NLBTP,1.7886168091118053
146,NRDTP,1.4536168091118054
146,SLOTP,2.6197088543315994
445,AGATP,2.555749402985713
445,AIBTP,2.0453582608922805
445,AWGTP,2.7925702018869467
445,BANTP,1.7879833139914374
445,BBRTP,1.984245875045544
445,BGETP,2.3338754244819477
445,BLATP,1.714245875045544
445,BLGTP,2.025122906599936
445,BLMTP,1.902579208378877
445,CZATP,2.735228767469132
445,CZMTP,2.693562100802465
445,CZPTP,2.735228767469132
445,GAKTP,1.6742803896050513
445,GBCTP,2.357773229690666
445,GBOTP,1.961437739094399
445,GESTP,1.750883791744224
445,GFMTP,1.915389162784868
445,GGOTP,2.382916672187368
445,GHBTP,1.88316039072797
445,GHGTP,1.7375175726067809
445,GHOTP,1.8203800789059839
445,GHSTP,2.099914113224252
445,GJETP,2.5505972732692563
445,GKITP,1.8129271478488742
445,GKLTP,1.861437739094399
445,GLPTP,2.010575626168449
445,GMBTP,1.7504915924292008
445,GMHTP,2.374381689586142
445,GMLTP,2.536048356252809
445,GMNTP,1.623333333333333
445,GMZTP,2.103722496118201
445,GNBTP,2.043169547415107
445,GRBTP,2.972715022919472
445,GROTP,2.2518354990640193
445,GTUTP,2.236512079289489
445,GWZTP,3.048169547415107
445,HBSTP,2.8303889528832658
445,NGRTP,1.719856219944508
445,NLBTP,2.016129671167387
445,NRDTP,1.681129671167387
445,SLOTP,2.706860705938399
1121,AGATP,1.6708471582804987
1121,AIBTP,1.7199939808414613
1121,AWGTP,2.0852861472985333
1121,BANTP,2.7107532887402064
1121,BBRTP,2.867354440050793
1121,BGETP,3.207967473680795
1121,BLATP,2.5973544400507924
1121,BLGTP,2.8580150434221125
1121,BLMTP,2.785687773384126
1121,CZATP,1.496666666666667
1121,CZMTP,1.455
1121,CZPTP,1.496666666666667
1121,GAKTP,2.5264963591552894
1121,GBCTP,2.7335993899542625
1121,GBOTP,2.7902015195294907
1121,GESTP,2.6819454768693154
1121,GFMTP,2.4552737788030816
1121,GGOTP,3.127127259848577
1121,GHBTP,2.3078282200294558
1121,GHGTP,2.5988565944351576
1121,GHOTP,2.6644456996395998
1121,GHSTP,2.5851439155207183
1121,GJETP,3.0156073903704854
1121,GKITP,2.671450919375879
1121,GKLTP,2.6902015195294906
1121,GLPTP,2.3943204003360314
1121,GMBTP,2.3046270731849727
1121,GMHTP,2.206442268254438
1121,GMLTP,2.3681089349211044
1121,GMNTP,2.715228767469132
1121,GMZTP,2.6436071121364146
1121,GNBTP,2.1968885926698825
1121,GRBTP,2.8047756015877674
1121,GROTP,2.9019442029867646
1121,GTUTP,2.4297994164612264
1121,GWZTP,3.201888592669883
1121,HBSTP,1.9194646803265178
1121,NGRTP,2.8094754924937337
1121,NLBTP,3.026290486202131
1121,NRDTP,2.691290486202131
1121,SLOTP,1.7819971743111025
1324,AGATP,1.689597741513294
1324,AIBTP,1.611654783404209
1324,AWGTP,2.1427161073336554
1324,BANTP,2.6092919990025747
1324,BBRTP,2.7646174207636447
1324,BGETP,3.103172896091189
1324,BLATP,2.494617420763645
1324,BLGTP,2.755752695643974
1324,BLMTP,2.6829507540969777
1324,CZATP,1.7253305076444365
1324,CZMTP,1.6836638409777696
1324,CZPTP,1.7253305076444365
1324,GAKTP,2.426900942892572
1324,GBCTP,2.7028646739885995
1324,GBOTP,2.693761300458375
1324,GESTP,2.587029170857958
1324,GFMTP,2.3582237939155126
1324,GGOTP,3.046446337372039
1324,GHBTP,2.2063700594642346
1324,GHGTP,2.5392025920847887
1324,GHOTP,2.5944018899927896
1324,GHSTP,2.4791320972472866
1324,GJETP,2.9440471080440838
1324,GKITP,2.617365770735035
1324,GKLTP,2.5937613004583753
1324,GLPTP,2.3411656611297182
1324,GMBTP,2.2492615152762276
1324,GMHTP,2.1116111507220032
1324,GMLTP,2.2732778173886703
1324,GMNTP,2.630194039271733
1324,GMZTP,2.5465571272488456
1324,GNBTP,2.1104901230138395
1324,GRBTP,2.7099444840553333
1324,GROTP,2.8636896384197064
1324,GTUTP,2.3251079378163158
1324,GWZTP,3.1154901230138394
1324,HBSTP,2.0812768781060846
1324,NGRTP,2.726029950739661
1324,NLBTP,2.9286288891069745
1324,NRDTP,2.5936288891069745
1324,SLOTP,1.673333333333333
1123,AGATP,1.6191804916138317
1123,AIBTP,1.6683273141747943
1123,AWGTP,2.033619480631866
1123,BANTP,2.659086622073539
1123,BBRTP,2.8156877733841257
1123,BGETP,3.1563008070141283
1123,BLATP,2.5456877733841257
1123,BLGTP,2.8063483767554454
1123,BLMTP,2.7340211067174587
1123,CZATP,1.4449999999999998
1123,CZMTP,1.4033333333333329
1123,CZPTP,1.4449999999999998
1123,GAKTP,2.4748296924886226
1123,GBCTP,2.681932723287596
1123,GBOTP,2.7385348528628235
1123,GESTP,2.6302788102026486
1123,GFMTP,2.403607112136415
1123,GGOTP,3.0754605931819103
1123,GHBTP,2.256161553362789
1123,GHGTP,2.5471899277684904
1123,GHOTP,2.6127790329729326
1123,GHSTP,2.5334772488540516
1123,GJETP,2.9639407237038182
1123,GKITP,2.619784252709212
1123,GKLTP,2.638534852862824
1123,GLPTP,2.3426537336693647
1123,GMBTP,2.252960406518306
1123,GMHTP,2.1547756015877706
1123,GMLTP,2.3164422682544377
1123,GMNTP,2.663562100802465
1123,GMZTP,2.5919404454697474
1123,GNBTP,2.1452219260032157
1123,GRBTP,2.7531089349211006
1123,GROTP,2.850277536320098
1123,GTUTP,2.3781327497945597
1123,GWZTP,3.1502219260032156
1123,HBSTP,1.8677980136598509
1123,NGRTP,2.7578088258270665
1123,NLBTP,2.9746238195354637
1123,NRDTP,2.6396238195354638
1123,SLOTP,1.7303305076444355
1122,AGATP,4.836257681556648
1122,AIBTP,4.949747967563278
1122,AWGTP,5.005917083072475
1122,BANTP,5.822602742473054
1122,BBRTP,5.9887706565269845
1122,BGETP,6.341989638944674
1122,BLATP,5.718770656526984
1122,BLGTP,5.980085687520804
1122,BLMTP,5.9071039898603175
1122,CZATP,4.862798013659848
1122,CZMTP,4.821131346993181
1122,CZPTP,4.862798013659848
1122,GAKTP,5.634010231818804
1122,GBCTP,5.625372655827791
1122,GBOTP,5.884395261500749
1122,GESTP,5.764853828867805
1122,GFMTP,5.564710901679488
1122,GGOTP,6.161917792347532
1122,GHBTP,5.444201154993676
1122,GHGTP,5.54665894394542
1122,GHOTP,5.654273415862663
1122,GHSTP,5.748034583514842
1122,GJETP,6.033151519702733
1122,GKITP,5.597116895140167
1122,GKLTP,5.784395261500748
1122,GLPTP,5.357306015313993
1122,GMBTP,5.261346169876063
1122,GMHTP,5.353926745666661
1122,GMLTP,5.515593412333328
1122,GMNTP,5.753722286216596
1122,GMZTP,5.753044235012822
1122,GNBTP,5.286909453141217
1122,GRBTP,5.952260078999991
1122,GROTP,5.791559728961266
1122,GTUTP,5.596482195817318
1122,GWZTP,6.291909453141217
1122,HBSTP,4.519999999999997
1122,NGRTP,5.8324867894244266
1122,NLBTP,6.112990389225711
1122,NRDTP,5.77799038922571
1122,SLOTP,5.08127687810608
1109,AGATP,3.2810078667732245
1109,AIBTP,3.10162431923274
1109,AWGTP,3.734086227428032
1109,BANTP,4.109224413274995
1109,BBRTP,4.260109114558354
1109,BGETP,4.588410441962197
1109,BLATP,3.9901091145583543
1109,BLGTP,4.254385455100327
1109,BLMTP,4.178442447891687
1109,CZATP,3.2046673785524105
1109,CZMTP,3.1630007118857435
1109,CZPTP,3.2046673785524105
1109,GAKTP,3.9351542503027317
1109,GBCTP,4.291296075392101
1109,GBOTP,4.2118011768244195
1109,GESTP,4.107727242308319
1109,GFMTP,3.8783278350337675
1109,GGOTP,4.594911391143939
1109,GHBTP,3.714697324160962
1109,GHGTP,4.1076208716364775
1109,GHOTP,4.154234873350591
1109,GHSTP,3.9647718288750937
1109,GJETP,4.505834782739054
1109,GKITP,4.189622181151762
1109,GKLTP,4.11180117682442
1109,GLPTP,3.9184779215461667
1109,GMBTP,3.8236594875808105
1109,GMHTP,3.6524396281211278
1109,GMLTP,3.814106294787795
1109,GMNTP,4.1696042897333765
1109,GMZTP,4.066661168367101
1109,GNBTP,3.6581258102069434
1109,GRBTP,4.250772961454458
1109,GROTP,4.4469483214565955
1109,GTUTP,3.824439248140842
1109,GWZTP,4.663125810206943
1109,HBSTP,3.625176393303944
1109,NGRTP,4.266061923648981
1109,NLBTP,4.439534414072835
1109,NRDTP,4.104534414072834
1109,SLOTP,3.272483948988304
1103,AGATP,1.6208471582804986
1103,AIBTP,1.6699939808414612
1103,AWGTP,2.035286147298533
1103,BANTP,2.660753288740206
1103,BBRTP,2.8173544400507926
1103,BGETP,3.1579674736807952
1103,BLATP,2.5473544400507926
1103,BLGTP,2.8080150434221127
1103,BLMTP,2.7356877733841256
1103,CZATP,1.446666666666667
1103,CZMTP,1.4049999999999998
1103,CZPTP,1.446666666666667
1103,GAKTP,2.4764963591552895
1103,GBCTP,2.6835993899542627
1103,GBOTP,2.740201519529491
1103,GESTP,2.6319454768693156
1103,GFMTP,2.405273778803082
1103,GGOTP,3.0771272598485773
1103,GHBTP,2.257828220029456
1103,GHGTP,2.5488565944351573
1103,GHOTP,2.6144456996395995
1103,GHSTP,2.5351439155207185
1103,GJETP,2.965607390370485
1103,GKITP,2.621450919375879
1103,GKLTP,2.640201519529491
1103,GLPTP,2.3443204003360316
1103,GMBTP,2.254627073184973
1103,GMHTP,2.1564422682544375
1103,GMLTP,2.3181089349211046
1103,GMNTP,2.6652287674691317
1103,GMZTP,2.593607112136415
1103,GNBTP,2.1468885926698826
1103,GRBTP,2.7547756015877676
1103,GROTP,2.8519442029867648
1103,GTUTP,2.3797994164612266
1103,GWZTP,3.1518885926698825
1103,HBSTP,1.8694646803265178
1103,NGRTP,2.7594754924937335
1103,NLBTP,2.976290486202131
1103,NRDTP,2.6412904862021307
1103,SLOTP,1.7319971743111024
1201,AGATP,2.4644650044867866
1201,AIBTP,1.8488698194033795
1201,AWGTP,2.7731600823436433
1201,BANTP,1.7255536966498344
1201,BBRTP,1.8715137370760728
1201,BGETP,2.1978554659795284
1201,BLATP,1.6015137370760728
1201,BLGTP,1.8755482412168982
1201,BLMTP,1.7898470704094058
1201,CZATP,2.6116481997351615
1201,CZMTP,2.5699815330684945
1201,CZPTP,2.6116481997351615
1201,GAKTP,1.5957515067551538
1201,GBCTP,2.582533049940995
1201,GBOTP,1.949060376764884
1201,GESTP,1.8238073652980638
1201,GFMTP,1.8122192864216882
1201,GGOTP,2.558983131111079
1201,GHBTP,1.695286391698926
1201,GHGTP,2.075385557169908
1201,GHOTP,2.1188533675972634
1201,GHSTP,1.7708605450519515
1201,GJETP,2.6653841441167963
1201,GKITP,2.157951609181258
1201,GKLTP,1.8490603767648839
1201,GLPTP,2.1730489325941917
1201,GMBTP,1.9757759043438283
1201,GMHTP,2.2533297163997577
1201,GMLTP,2.4149963830664243
1201,GMNTP,1.9719663967623027
1201,GMZTP,2.0005526197550214
1201,GNBTP,1.9898430091766244
1201,GRBTP,2.8516630497330877
1201,GROTP,2.563989977584086
1201,GTUTP,2.0222182087446163
1201,GWZTP,2.9948430091766243
1201,HBSTP,2.822081546243715
1201,NGRTP,2.0175437506953395
1201,NLBTP,2.0742810319751723
1201,NRDTP,1.7392810319751724
1201,SLOTP,2.562723404270214
1203,AGATP,2.1827983378201194
1203,AIBTP,1.5672031527367125
1203,AWGTP,2.4914934156769766
1203,BANTP,1.4438870299831676
1203,BBRTP,1.5898470704094056
1203,BGETP,1.9161887993128617
1203,BLATP,1.3198470704094056
1203,BLGTP,1.5938815745502315
