from_hospital,to_center,driving_time
196,GMNTP,2.8418333333333305
196,GMZTP,5.2615
196,GNBTP,5.72191666666667
196,GRBTP,6.3523333333333305
196,GROTP,1.3316666666666694
196,GTUTP,6.89633333333333
196,GWZTP,5.08016666666667
196,HBSTP,10.401166666666695
196,NGRTP,3.2129999999999996
196,NLBTP,5.15808333333333
196,NRDTP,5.143916666666669
196,SLOTP,10.649083333333305
1314,AGATP,20.37025
1314,AIBTP,19.113666666666695
1314,AWGTP,19.623666666666697
1314,BANTP,15.897833333333306
1314,BBRTP,16.331333333333305
1314,BGETP,16.34975
1314,BLATP,16.074916666666695
1314,BLGTP,15.664083333333304
1314,BLMTP,15.930416666666694
1314,CZATP,22.088666666666693
1314,CZMTP,22.047583333333304
1314,CZPTP,22.088666666666693
1314,GAKTP,15.073333333333304
1314,GBCTP,13.590083333333304
1314,GBOTP,14.924583333333306
1314,GESTP,14.080250000000001
1314,GFMTP,15.587583333333304
1314,GGOTP,13.68925
1314,GHBTP,16.159916666666692
1314,GHGTP,11.125083333333304
1314,GHOTP,12.554499999999999
1314,GHSTP,16.786083333333305
1314,GJETP,15.016666666666694
1314,GKITP,10.632083333333306
1314,GKLTP,14.699333333333305
1314,GLPTP,14.451416666666695
1314,GMBTP,13.558916666666695
1314,GMHTP,17.5865
1314,GMLTP,17.74375
1314,GMNTP,13.3365
1314,GMZTP,15.834083333333304
1314,GNBTP,16.2945
1314,GRBTP,16.9235
1314,GROTP,12.249916666666696
1314,GTUTP,17.468916666666697
1314,GWZTP,15.65275
1314,HBSTP,20.97375
1314,NGRTP,13.707666666666695
1314,NLBTP,15.65275
1314,NRDTP,15.638583333333306
1314,SLOTP,21.221666666666696
30,AGATP,2.2114166666666697
30,AIBTP,2.992
30,AWGTP,1.7864166666666697
30,BANTP,8.11183333333333
30,BBRTP,8.24358333333333
30,BGETP,8.539666666666696
30,BLATP,7.973000000000001
30,BLGTP,7.395
30,BLMTP,7.84266666666667
30,CZATP,3.9298333333333306
30,CZMTP,3.88875
30,CZPTP,3.9298333333333306
30,GAKTP,6.7985833333333305
30,GBCTP,6.078916666666669
30,GBOTP,6.12283333333333
30,GESTP,6.68525
30,GFMTP,4.7387500000000005
30,GGOTP,5.71908333333333
30,GHBTP,4.5531666666666695
30,GHGTP,7.85258333333333
30,GHOTP,6.561999999999999
30,GHSTP,5.47683333333333
30,GJETP,4.3775
30,GKITP,8.620416666666694
30,GKLTP,6.291416666666669
30,GLPTP,4.84075
30,GMBTP,5.51225
30,GMHTP,2.1774166666666694
30,GMLTP,2.4805833333333305
30,GMNTP,6.85808333333333
30,GMZTP,4.97675
30,GNBTP,2.9551666666666696
30,GRBTP,2.04425
30,GROTP,7.628749999999999
30,GTUTP,4.22875
30,GWZTP,3.8094166666666696
30,HBSTP,3.856166666666669
30,NGRTP,8.290333333333331
30,NLBTP,8.730916666666696
30,NRDTP,8.709666666666696
30,SLOTP,3.783916666666669
28,AGATP,2.00175
28,AIBTP,2.79225
28,AWGTP,1.8657499999999998
28,BANTP,7.794499999999999
28,BBRTP,7.92625
28,BGETP,8.22375
28,BLATP,7.655666666666669
28,BLGTP,7.077666666666669
28,BLMTP,7.5253333333333305
28,CZATP,3.7215833333333306
28,CZMTP,3.6805
28,CZPTP,3.7215833333333306
28,GAKTP,6.482666666666669
28,GBCTP,5.763
28,GBOTP,5.806916666666669
28,GESTP,6.36933333333333
28,GFMTP,4.421416666666669
28,GGOTP,5.403166666666669
28,GHBTP,4.23583333333333
28,GHGTP,7.53666666666667
28,GHOTP,6.24608333333333
28,GHSTP,5.160916666666669
28,GJETP,4.060166666666669
28,GKITP,8.304499999999999
28,GKLTP,5.9755
28,GLPTP,4.5234166666666695
28,GMBTP,5.1949166666666695
28,GMHTP,1.8615
28,GMLTP,2.1646666666666694
28,GMNTP,6.54075
28,GMZTP,4.65941666666667
28,GNBTP,2.6378333333333304
28,GRBTP,1.7283333333333306
28,GROTP,7.31141666666667
28,GTUTP,3.9114166666666694
28,GWZTP,3.4920833333333303
28,HBSTP,3.9369166666666695
28,NGRTP,7.974416666666669
28,NLBTP,8.41358333333333
28,NRDTP,8.393749999999999
28,SLOTP,3.575666666666669
46,AGATP,1.9635
46,AIBTP,4.446916666666669
46,AWGTP,0
46,BANTP,9.56675
46,BBRTP,9.697083333333305
46,BGETP,9.994583333333306
46,BLATP,9.426499999999999
46,BLGTP,8.8485
46,BLMTP,9.296166666666695
46,CZATP,3.6294999999999997
46,CZMTP,3.5884166666666695
46,CZPTP,3.6294999999999997
46,GAKTP,8.2535
46,GBCTP,6.5195
46,GBOTP,7.577749999999999
46,GESTP,8.14016666666667
46,GFMTP,6.19225
46,GGOTP,7.1442499999999995
46,GHBTP,6.0066666666666695
46,GHGTP,8.579333333333304
46,GHOTP,7.288749999999999
46,GHSTP,6.931749999999999
46,GJETP,5.83241666666667
46,GKITP,9.347166666666695
46,GKLTP,7.74633333333333
46,GLPTP,5.42725
46,GMBTP,6.239
46,GMHTP,3.6323333333333303
46,GMLTP,3.9354999999999998
46,GMNTP,8.311583333333331
46,GMZTP,6.431666666666669
46,GNBTP,4.41008333333333
46,GRBTP,3.499166666666669
46,GROTP,8.36258333333333
46,GTUTP,5.68225
46,GWZTP,5.262916666666669
46,HBSTP,2.31625
46,NGRTP,9.74525
46,NLBTP,10.184416666666694
46,NRDTP,10.164583333333304
46,SLOTP,3.4821666666666697
687,AGATP,5.3125
687,AIBTP,2.8475
687,AWGTP,5.2246666666666695
687,BANTP,5.424416666666669
687,BBRTP,5.556166666666669
687,BGETP,5.85225
687,BLATP,5.285583333333331
687,BLGTP,4.642416666666669
687,BLMTP,5.1552500000000006
687,CZATP,6.7575
687,CZMTP,6.716416666666669
687,CZPTP,6.7575
687,GAKTP,4.111166666666669
687,GBCTP,5.34225
687,GBOTP,3.5388333333333306
687,GESTP,4.10125
687,GFMTP,2.2383333333333306
687,GGOTP,3.8674999999999997
687,GHBTP,1.6093333333333304
687,GHGTP,6.339583333333331
687,GHOTP,5.01075
687,GHSTP,2.52025
687,GJETP,3.639416666666669
687,GKITP,7.107416666666669
687,GKLTP,3.7074166666666692
687,GLPTP,4.10266666666667
687,GMBTP,4.7741666666666696
687,GMHTP,1.7949166666666694
687,GMLTP,1.6971666666666694
